CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,DOT_OCCUPATIONAL_CODE,DOT_NAME,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
C-12024-57608,1/30/12,1/24/12,CERTIFIED,H-2B,AZ,4/1/12,11/30/12,"LANDSCAPES MANAGEMENT COMPANY, LLC",1201 ARIES DRIVE,,LINCOLN,NE,68512,"GRACE S. KAN/ KAN LAW, PC",IRVING,TX,406.687-010,Landscape Specialist,373011,Landscaping and Groundskeeping Workers,LANDSCAPE SPECIALIST,2,2,22.86,HR,22.86,HR
C-12024-57611,1/30/12,1/24/12,CERTIFIED,H-2B,AZ,4/1/12,11/30/12,LANDSCAPES MANAGEMENT COMPANY LLC,1201 ARIES DRIVE,,LINCOLN,NE,68512,"GRACE S. KAN/KAN LAW, PC",IRVING,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",35,35,11.12,HR,11.12,HR
C-12024-57612,1/30/12,1/24/12,CERTIFIED,H-2B,DE,4/1/12,12/15/12,"FOREVER GREEN LANDSCAPING, INC.",340 CHURCHMANS ROAD,,NEW CASTLE,DE,19720,CARL ALEXANDER HEMPHILL/MJC LABOR SOLUTIONS LLC,UPPER DARBY,PA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",10,10,9.54,HR,9.54,HR
C-12024-57613,1/30/12,1/24/12,CERTIFIED,H-2B,CO,3/1/12,11/30/12,CUT RATE LAWN SERVICE LLC,PO BOX 5146,,DENVER,CO,80216,BRANDI COWAN / FEDERATION OF EMPLOYERS AND WORKERS,BAY CITY,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",20,20,9.15,HR,9.15,HR
C-12024-57614,1/30/12,1/24/12,CERTIFIED,H-2B,MT,5/1/12,10/15/12,WEST FORK LLC DBA BEST WESTERN CROSSWINDS,P.O BOX 1490,,WEST YELLOWSTONE,MT,82941,"ELIZABETH D. WHITLEY/ MAS LABOR H2B, LLC",LOVINGSTON,VA,321.137-010,Housekeeper,371011,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,HOUSEKEEPER,4,4,8.22,HR,8.22,HR
C-12024-57615,1/30/12,1/24/12,PARTIAL CERTIFIED,H-2B,VA,4/15/12,11/30/12,"HMP PROPERTIES, LLC",PO BOX 3535,,WILLIAMSBURG,VA,23185,"ELIZABETH D. WHITLEY / MASLABOR H2B, LLC",LOVINGSTON,VA,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",20,19,8.15,HR,8.15,HR
C-12024-57616,1/30/12,1/24/12,PARTIAL CERTIFIED,H-2B,LA,4/2/12,12/1/12,"STARNES-PARKER INSTALLATIONS, INC.",2103 AMERICAN WAY,,PORT ALLEN,LA,70767,"ROBERT WINGFIELD / AMIGOS LABOR SOLUTIONS, INC.",DALLAS,TX,899.684-022,"Maintenance-Repairer Helper, Industrial",499098,"Helpers--Installation, Maintenance, and Repair Workers","MAINTENANCE REPAIRER HELPER, INDUSTRIAL",7,4,9.06,HR,9.06,HR
C-12024-57617,1/30/12,1/24/12,PARTIAL CERTIFIED,H-2B,RI,4/1/12,10/31/12,CARNEGIE ABBEY CLUB ACQUISITION DBA CARNEGIE ABBEY,125 CORY'S LANE,,PORTSMOUTH,RI,02871,THOMAS P ROBINSON/ LABORQUEST USA,BOCA RATON,FL,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",15,13,11.59,HR,11.59,HR
C-12024-57618,1/30/12,1/24/12,CERTIFIED,H-2B,UT,4/1/12,11/30/12,LANDSCAPES MANAGEMENT COMPANY LLC,1201 ARIES DRIVE,,LINCOLN,NE,68512,"GRACE S. KAN/KAN LAW, PC",IRVING,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",2,2,20.55,HR,20.55,HR
C-12024-57619,1/30/12,1/24/12,PARTIAL CERTIFIED,H-2B,MA,4/15/12,11/10/12,OCEAN EDGE RESORT & GOLF CLUB,2907 MAIN STREET,,BREWSTER,MA,02631,,,,321.137-010,Housekeeper,371011,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,HOUSEKEEPER,25,24,10.35,HR,10.35,HR
C-12024-57623,1/30/12,1/24/12,CERTIFIED,H-2B,PA,4/2/12,12/15/12,"DIVERSIFIED LANDSCAPE MANAGEMENT, LLC",110 GLENORA DRIVE,,CARAOPOLIS,PA,15108,"ELIZABETH D. WHITLEY / MASLABOR H2B, LLC",LOVINGSTON,VA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",7,7,8.29,HR,8.29,HR
C-12024-57624,1/30/12,1/24/12,CERTIFIED,H-2B,WY,4/2/12,9/30/12,TRAPPER CORPORATION / THE LEXINGTON AT JACKSON HOL,P.O. BOX 1712,,JACKSON,WY,83001,"ELIZABETH D. WHITLEY / MASLABOR H2B, LLC",LOVINGSTON,VA,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",10,10,8.2,HR,8.2,HR
C-12024-57625,1/30/12,1/24/12,PARTIAL CERTIFIED,H-2B,TX,3/15/12,11/30/12,TRUGREEN LANDSCAPE - AUSTIN,2100 POLARIS ST.,,AUSTIN,TX,78758,"ELIZABETH D. WHITLEY/ MAS LABOR H2B, LLC",LOVINGSTON,VA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",25,24,8.17,HR,8.17,HR
C-12024-57626,1/30/12,1/24/12,PARTIAL CERTIFIED,H-2B,TX,3/15/12,11/30/12,TRUGREEN LANDCARE-DALLAS EAST,3901 LEON ROAD,,GARLAND,TX,75041,"ELIZABETH D. WHITLEY/MASLABOR H2B, LLC",LOVINGSTON,VA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",32,8,8.16,HR,8.16,HR
C-12024-57627,1/30/12,1/24/12,CERTIFIED,H-2B,TX,3/15/12,11/30/12,TRUGREEN LANDSCAPE - SAN ANTONIO,214 RECOLETA ROAD,,SAN ANTONIO,TX,78216,"ELIZABETH D. WHITLEY/ MAS LABOR H2B, LLC",LOVINGSTON,VA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",12,12,8.47,HR,8.47,HR
C-12024-57630,1/30/12,1/24/12,PARTIAL CERTIFIED,H-2B,CO,4/1/12,11/30/12,"COLORADO DESIGNSCAPES, INC. DBA LANDSCAPE MAINTENA",15440 E. FREMONT DR.,,CENTENNIAL,CO,80112,"TODD R. IRWIN / THE IRWIN LAW FIRM, LLC",ENGLEWOOD,CO,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",82,79,9.15,HR,9.15,HR
C-12024-57631,1/30/12,1/24/12,PARTIAL CERTIFIED,H-2B,MA,4/1/12,10/31/12,"DOCKSIDE HOTEL GROUP, INC DBA CAPE POINT HOTEL, MA",476 MAIN STREET,,W. YARMOUTH,MA,02673,"MATTHEW LEE/TOCCI, GOSS, & LEE, PC",BOSTON,MA,238.362-010,"Travel Counselor, Automobile Club",434181,Reservation and Transportation Ticket Agents and Travel Clerks,HOTEL CLERK,10,8,9.42,HR,9.42,HR
C-12024-57633,1/30/12,1/24/12,CERTIFIED,H-2B,MA,4/15/12,11/15/12,DISTINCTIVE WATERFRONT HOSPITALITY LLC DBA ANCHOR,1 SOUTH STREET,,HYANNIS,MA,02601,"MATTHEW LEE/TOCCI, GOSS, & LEE, PC",BOSTON,MA,321.137-010,Housekeeper,371011,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,HOUSEKEEPER,5,5,9.01,HR,9.01,HR
C-12024-57636,1/30/12,1/24/12,CERTIFIED,H-2B,MD,4/1/12,11/30/12,"A.E. PHILLIPS & SON, INC.",2423 HOOPERS ISLAND ROAD,,FISHING CREEK,MD,21634,,,,522.384-010,Fish Roe Technician,452041,"Graders and Sorters, Agricultural Products",FISH ROE TECHNICIAN,50,50,7.4,HR,7.4,HR
C-12024-57638,1/30/12,1/24/12,CERTIFIED,H-2B,TN,3/15/12,11/30/12,"JOHNSON LAWN & LANDSCAPE, INC.",2318 ANTIOCH PK,,ANTIOCH,TN,37013,LORI ANN WHITTEN OR DANIELLE RENE CLARK/ACTION VIS,WYLIE,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",20,20,9.29,HR,9.29,HR
C-12024-57639,1/30/12,1/24/12,CERTIFIED,H-2B,MI,5/7/12,11/4/12,"MISSION POINT RESORT, INC DBA MISSION POINT RESORT",6633 MAIN STREET,PO BOX 430,MACKINAC ISLAND,MI,49757,"TIMOTHY JAMES O'LEARY/TIMOTHY J. O'LEARY, ATTORNEY",WASHINGTON,DC,238.362-010,"Travel Counselor, Automobile Club",434181,Reservation and Transportation Ticket Agents and Travel Clerks,HOTEL CLERK,10,10,8.12,HR,8.12,HR
C-12024-57642,1/30/12,1/24/12,CERTIFIED,H-2B,LA,4/1/12,11/15/12,"LOUISIANA VEGETATION MANAGEMENT, INC.",8670 PECUE,,BATON ROUGE,LA,70809,LORI ANN WHITTEN OR DANIELLE RENE CLARK/ACTION VIS,WYLIE,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",8,8,9.05,HR,9.05,HR
C-12024-57643,1/30/12,1/24/12,CERTIFIED,H-2B,MI,4/25/12,10/31/12,INNSITE INC DBA BAY VIEW BED & BREAKFAST,6947 MAIN STREET,PO BOX 448,MACKINAC ISLAND,MI,49757,"TIMOTHY JAMES O'LEARY/TIMOTHY J. O'LEARY, ATTORNEY",WASHINGTON,DC,321.137-010,Housekeeper,371011,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,HOUSEKEEPER,7,7,8.24,HR,8.24,HR
C-11357-56565,1/31/12,12/23/11,DENIED,H-2B,TX,12/15/11,,THOMPSON LAYDOWN MACHINES,13400 W. 57TH ST.,,ODESSA,TX,79764,,,,,,,,,1,0,600,WK,600,WK
C-11363-56722,1/31/12,12/29/11,DENIED,H-2B,NC,2/15/12,12/15/12,MARTINEZ LAWN CARE ASSOCIATES INC.,4213 MACON POND ROAD,,RALEIGH,NC,27607,TAMMY ALECIO/BILINGUAL HR CONSULTANTS INC,CARY,NC,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",25,0,8.92,HR,8.92,HR
C-11363-56739,1/31/12,12/29/11,CERTIFIED,H-2B,OH,2/15/12,12/15/12,MONTES STONE PRODUCTS,156 FRONTAGE ROAD,P. O. BOX 1182,DUNLAP,TN,37327,"PATRICIA L. SOWARDS/KT LABOR, INC.",LEXINGTON,KY,930.684-022,Quarry Plug-and-Feather Driller,475051,"Rock Splitters, Quarry",QUARRY PLUG AND FEATHER DRILLER,8,8,8.72,HR,8.72,HR
C-12004-56893,1/31/12,1/4/12,CERTIFIED,H-2B,TX,2/15/12,12/15/12,LAZY 8 RANCH SPECIALTY FOOD CO. LLC,"19825 RANCH ROAD, 12",,DRIFTWOOD,TX,78619,NELLI NIKOVA BRACEWELL & GIULIANI LLP,HOUSTON,TX,299.367-014,Stock Clerk,435081,Stock Clerks and Order Fillers,STOCK CLERK,1,1,11.65,HR,11.65,HR
C-12009-57064,1/31/12,1/9/12,PARTIAL CERTIFIED,H-2B,MO,4/1/12,12/14/12,"O'HARA LANDSCAPE/LAWN CARE, INC.",1040 NORTH LINDBERG BOULEVARD,,ST. LOUIS,MO,63132,"ARTHKUR G. CARR III/ARTHUR G. CARR III, ESQ.",ST. LOUIS,MO,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",60,53,9.45,HR,9.45,HR
C-12009-57074,1/31/12,1/9/12,PARTIAL CERTIFIED,H-2B,PA,3/5/12,12/14/12,"SERGIO'S POOL SERVICES, INC.",135 DURHAM ROAD,,OTTSVILLE,PA,18942,STEVEN P. BARSAMIAN/  LAW OFFICE OF STEVEN P. BARS,PHILADELPHIA,PA,749.687-026,Plasterer,519199,"Production Workers, All Other",PLASTERER,20,19,11.63,HR,11.63,HR
C-12009-57078,1/31/12,1/9/12,PARTIAL CERTIFIED,H-2B,LA,4/2/12,12/15/12,"GO-DEVIL MANUFACTURES OF LOUISIANA, INC.",18649 WOMACK RD.,,BATON ROUGE,LA,70817,"ROBERT L. WINGFIELD/AMIGOS LABOR SOLUTIONS, INC.",DALLAS,TX,735.687-018,Painter,519123,"Painting, Coating, and Decorating Workers",PAINTER,11,8,9.02,HR,9.02,HR
C-12009-57098,1/31/12,1/9/12,DENIED,H-2B,NC,3/12/12,11/12/12,"TWO BROTHERS LANDSCAPING, LLC",200 WOODVALE WAY,,FUQUAY VARINA,NC,27526,,,,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",1,0,,,,
C-12010-57113,1/31/12,1/10/12,CERTIFIED,H-2B,TX,2/22/12,6/2/12,NORTH AMERICAN MIDWAY ENTERTAINMENT-SOUTHEAST LLC,109 S. MAIN STREET,,FARMLAND,IN,47340,"JOE A. NICHOLS/LAW OFFICE OF JOE A. NICHOLS, P.A.",SANFORD,FL,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,298,298,326,WK,326,WK
C-12010-57116,1/31/12,1/10/12,CERTIFIED,H-2B,MO,4/1/12,12/14/12,"SHELTON LANDSCAPE MAINTENANCE, INC",1515 LONEDELL INDUSTRIAL COURT,,ARNOLD,MO,63010,"ARTHUR G. CARR III, ESQ.",ST. LOUIS,MO,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",25,25,,,,
C-12010-57117,1/31/12,1/10/12,PARTIAL CERTIFIED,H-2B,TX,2/2/12,12/1/12,"THE OTHER SIDE LANDSCAPING, INC.",290 TARVIN RD.,,MCKINNEY,TX,75069,"DANIEL MARK KOWALSKI / THE FOWLER LAW FIRM, PC",AUSTIN,TX,406.134-014,"Supervisor, Landscape",371012,"First-Line Supervisors/Managers of Landscaping, Lawn Service, and Groundskeeping Workers","SUPERVISOR, LANDSCAPE",15,13,,,,
C-12010-57121,1/31/12,1/10/12,CERTIFIED,H-2B,OK,1/15/12,11/15/12,"MARANATHA STONE, LLC",103 SW E STREET,,STIGLER,OK,74462,,,,771.684-010,Rock Splitter,519031,"Cutters and Trimmers, Hand",ROCK SPLITTER,25,25,11.3,HR,11.3,HR
C-12010-57137,1/31/12,1/10/12,CERTIFIED,H-2B,LA,3/1/12,11/30/12,"TOTAL YARD CARE, INC.",12007 ELLERBE ROAD,,SHREVEPORT,LA,71115,LAWRENCE B FABACHER / LAW OFFICE OF LAWRENCE B. FA,NEW ORLEANS,LA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",23,23,9.97,HR,9.97,HR
C-12010-57164,1/31/12,1/10/12,CERTIFIED,H-2B,NY,4/1/12,12/15/12,MICOSTA ENTERPRISES,3007 COUNTY ROUTE 20,,HUDSON,NY,12534,,,,319.484-010,"Food Assembler, Kitchen",352021,Food Preparation Workers,"FOOD ASSEMBLER, KITCHEN",10,10,10.95,HR,10.95,HR
C-12010-57173,1/31/12,1/10/12,CERTIFIED,H-2B,NC,4/1/12,11/30/12,THE SANDERLING RESORT & SPA,1461 DUCK ROAD,,DUCK,NC,27949,JANICE MCKENZIE COLE/ COLE IMMIGRATION LAW CENTER,HERTFORD,NC,324.677-010,Bellhop,396011,Baggage Porters and Bellhops,BELLHOP,6,6,9.87,HR,9.87,HR
C-12010-57174,1/31/12,1/10/12,CERTIFIED,H-2B,NC,4/1/12,11/30/12,THE SANDERLING RESORT & SPA,1461 DUCK ROAD,,DUCK,NC,27949,JANICE MCKENZIE COLE,HERTFORD,NC,318.687-010,Kitchen Helper,359021,Dishwashers,KITCHEN HELPER,11,11,8.05,HR,8.05,HR
C-12011-57180,1/31/12,1/11/12,CERTIFIED,H-2B,NY,4/15/12,12/15/12,C'S HOME & OFFICE MANAGEMENT INC,3331 NOYAC ROAD,,SAG HARBOR,NY,11963,MELINDA RUBIN / MELINDA A. RUBIN ESQ.,HAMPTON BAYS,NY,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",2,2,11.13,HR,11.13,HR
C-12011-57185,1/31/12,1/11/12,CERTIFIED,H-2B,LA,2/15/12,11/15/12,NORTH AMERICAN MIDWAY ENTERTAINMENT-AMUSEMENT SOUT,250 FARROW DRIVE,,JACKSON,MS,39272,"JOE A NICHOLS/LAW OFFICE OF JOE A. NICHOLS, P.A.",SANFORD,FL,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,69,69,347,WK,347,WK
C-12011-57191,1/31/12,1/11/12,CERTIFIED,H-2B,TX,2/1/12,12/1/12,DOUBLE A CONTRACTING LP,6865 WEST 29TH ST,,ODESSA,TX,79764,RITA ROMERO / FEDERATION OF EMPLOYERS & WORKERS OF,BAY CITY,TX,899.684-014,Highway-Maintenance Worker,474051,Highway Maintenance Workers,HIGHWAY MAINTENANCE WORKER,10,10,12.1,HR,12.1,HR
C-12011-57196,1/31/12,1/11/12,CERTIFIED,H-2B,MA,12/22/11,4/23/12,"M.G.R. AMUSEMENTS, INC.",21 BAKER ROAD,,ASLISBURY,MA,01952,"JOE A. NICHOLS/LAW OFFICE OF JOE A. NICHOLS, P.A.",SANFORD,FL,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,20,20,346.8,WK,346.8,WK
C-12011-57200,1/31/12,1/11/12,CERTIFIED,H-2B,FL,3/1/12,11/27/12,"ALL STAR AMUSEMENT CO., INC.",33 W. HIGGINS ROAD,SUITE 630,SOUTH BARRINGTON,IL,60010,"JOE A. NICHOLS/LAW OFFICE OF JOE A. NICHOLS, P.A.",SANFORD,FL,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,99,99,347,WK,347,WK
C-12011-57218,1/31/12,1/11/12,PARTIAL CERTIFIED,H-2B,MD,4/2/12,11/30/12,"W.T. RUARK & CO., INC.",2543 HOOPERS ISLAND ROAD,,FISHING CREEK,MD,21634,,,,521.687-106,Sausage-Meat Trimmer,513022,"Meat, Poultry, and Fish Cutters and Trimmers",SAUSAGE MEAT TRIMMER,45,44,7.4,HR,7.4,HR
C-12011-57230,1/31/12,1/11/12,CERTIFIED,H-2B,NY,3/1/12,11/30/12,M. KENESTON CORPORATION,1720 WASHINGTON AVE. EXT,P.O. BOX 305,WEST SAND LAKE,NY,12196,STEVEN ALAN MCKAY/H2 EXPRESS,HUDSON,NY,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",9,9,8.94,HR,8.94,HR
C-12013-57281,1/31/12,1/13/12,CERTIFIED,H-2B,MO,4/2/12,1/31/13,PROSCAPE LANDSCAPING,4525 ROCK CREEK ROAD,,HIGH RIDGE,MO,63049,STEPHEN WARD,COEUR D' ALENE,ID,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",8,8,9.43,HR,9.43,HR
C-12017-57376,1/31/12,1/10/12,PARTIAL CERTIFIED,H-2B,AZ,3/1/12,11/30/12,AAA LANDSCAPE,3747 E SOUTHERN AVE,,PHOENIX,AZ,85040,CHARLES JAN THURGOOD/CORPORATE & EMPLOYEE SERVICES,PHOENIX,AZ,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",35,29,8.09,HR,8.09,HR
C-12024-57607,1/31/12,1/24/12,PARTIAL CERTIFIED,H-2B,AZ,4/1/12,11/30/12,"LANDSCAPES MANAGEMENT COMPANY, LLC",1201 ARIES DRIVE,,LINCOLN,NE,68512,"GRACE S. KAN / KAN LAW, PC",IRVING,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",40,32,,,,
C-12024-57609,1/31/12,1/24/12,CERTIFIED,H-2B,MA,5/1/12,11/1/12,"P&M REIS TRUCKING, INC.",PO BOX 113,57 SURFSIDE ROAD,NANTUCKET,MA,02554,"JANE NICHOLS BISHOP/PEAK SEASON WORKFORCE, A DIVIS",MASHPEE,MA,955.687-022,Garbage Collector,537081,Refuse and Recyclable Material Collectors,GARBAGE COLLECTOR,12,12,14.8,HR,14.8,HR
C-12024-57629,1/31/12,1/24/12,PARTIAL CERTIFIED,H-2B,MA,4/1/12,10/31/12,"DOCKSIDE HOTEL GROUP, INC DBA CAPE POINT HOTEL, MA",476 MAIN STREET,,W YARMOUTH,MA,02673,"MATTHEW LEE/TOCCI, GOSS, & LEE, PC",BOSTON,MA,321.137-010,Housekeeper,371011,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,HOUSEKEEPER,20,16,9.01,HR,9.01,HR
C-12024-57640,1/31/12,1/24/12,CERTIFIED,H-2B,NY,4/1/12,12/15/12,SEASON'S EAST LAWN CARE,462 ELLIOT RD,PO BOX 70,EAST GREENBUSH,NY,12061,JOHN S NOVINE / H2 EXPRESS,HUDSON,NY,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",8,8,10.73,HR,10.73,HR
C-12025-57646,1/31/12,1/25/12,CERTIFIED,H-2B,VA,4/1/12,12/15/12,"KU FORMING, INC",414 ROSECLIFF FARM ROAD,2101 S AMHERST HWY,AMHERST,VA,24521,EVELYN AMANDA WRIGHT/THE LABOR COMPANY LLC (TLC),ROSELAND,VA,869.664-014,Construction Worker I,473012,Helpers--Carpenters,CONSTRUCTION WORKER I,7,7,9.29,HR,9.29,HR
C-12025-57647,1/31/12,1/25/12,PARTIAL CERTIFIED,H-2B,GA,2/1/12,12/1/12,HAHIRA NURSERY INC DBA QC LANDSCAPING,PO BOX 292,,HAHIRA,GA,31632,RITA ROMERO/ FEDERATION OF EMPLOYERS AND WORKERS O,BAY CITY,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",22,18,8.2,HR,8.2,HR
C-12025-57649,1/31/12,1/25/12,PARTIAL CERTIFIED,H-2B,SD,4/2/12,11/30/12,"EARTHSCAPES, INC.",48173 264TH ST.,,BRANDON,SD,57005,STEPHEN WARD,COEUR D'ALENE,ID,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",6,5,9.38,HR,9.38,HR
C-12025-57651,1/31/12,1/25/12,CERTIFIED,H-2B,TN,4/10/12,11/15/12,BIG ROCK AMUSEMENTS LLC,15121 FRANDSCHE ROAD,,CHEASANING,MI,48616,"JAMES KENDRICK JUDKINS/JKJ WORKFORCE AGENCY, INC.",RIO HONDO,TX,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,30,30,305.6,WK,305.6,WK
C-12025-57653,1/31/12,1/25/12,CERTIFIED,H-2B,MA,5/1/12,11/15/02,ANDRE PARTNERS LLC DBA THE SUMMER HOUSE INNS,24 CAROLINA HWY,,PALM COAST,FL,32137,,,,321.137-010,Housekeeper,371011,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,HOUSEKEEPER,10,10,12.13,HR,12.13,HR
C-12025-57656,1/31/12,1/25/12,PARTIAL CERTIFIED,H-2B,CA,4/2/12,10/31/12,GACHINA LANDSCAPE MANAGEMENT,1130 O'BRIEN DRIVE,,MENLO PARK,CA,94025,APRIL MCKINNEY/FEDERATION OF EMPLOYERS AND WORKERS,BAY CITY,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",30,26,11.52,HR,11.52,HR
C-12025-57657,1/31/12,1/25/12,PARTIAL CERTIFIED,H-2B,VA,3/1/12,12/15/12,"R & W MARINE CONSTRUCTION, INC.",P.O. BOX 229,,COBBS CREEK,VA,23035,"EVELYN AMANDA WRIGHT / THE LABOR COMPANY, LLC (TLC",ROSELAND,VA,862.684-014,"Laborer, Construction or Leak Gang",519198,Helpers--Production Workers,"LABORER, CONSTRUCTION OR LEAK GANG",14,6,10.49,HR,10.49,HR
C-12025-57658,1/31/12,1/25/12,PARTIAL CERTIFIED,H-2B,TX,2/2/12,12/1/12,"MALDONADO NURSERY & LANDSCAPING, INC.",16348 NACOGDOCHES RD.,,SAN ANTONIO,TX,78247,"DANIEL MARK KOWALSKI / THE FOWLER LAW FIRM, PC",AUSTIN,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",29,28,8.17,HR,8.17,HR
C-12025-57659,1/31/12,1/25/12,PARTIAL CERTIFIED,H-2B,RI,5/1/12,10/31/12,PLEASANT VIEW INN,65 ATLANTIC AVENUE,PO BOX 1965,WESTERLY,RI,02891,,,,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",13,12,9.65,HR,9.65,HR
C-12025-57661,1/31/12,1/25/12,CERTIFIED,H-2B,CA,3/1/12,11/30/12,"PAUL MAURER SHOWS, LLC",71 1/2 TERRACE DR.,,SCOTTS VALLEY,CA,95066,"JAMES KENDRICK JUDKINS/JKJ WORKFORCE AGENCY, INC.",RIO HONDO,TX,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,30,30,8.08,HR,8.08,HR
C-12025-57662,1/31/12,1/25/12,CERTIFIED,H-2B,MI,3/15/12,10/31/12,"PLAYWORLD UNLIMITED, INC.",4364 NORTH STATE RD.,,ALMA,MI,48801,"JAMES KENDRICK JUDKINS / JKJ WORKFORCE AGENCY, INC",RIO HONDO,TX,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,60,60,8.27,HR,8.27,HR
C-12025-57663,1/31/12,1/25/12,PARTIAL CERTIFIED,H-2B,ME,4/15/12,10/25/12,THE MEADOWMERE RESORT,PO BOX 2347,,OGUNQUIT,ME,03907,,,,313.374-014,"Cook, Short Order",352015,"Cooks, Short Order","COOK, SHORT ORDER",5,4,9.54,HR,9.54,HR
C-12025-57664,1/31/12,1/25/12,PARTIAL CERTIFIED,H-2B,PA,4/2/12,12/9/12,GINKGO LANDSCAPES,22 MAURICE LANE,,HATBORO,PA,19040,"ELIZABETH D. WHITLEY/ MAS LABOR H2B, LLC",LOVINGSTON,VA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",15,10,9.54,HR,9.54,HR
