CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_ADDRESS,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
A-08008-33796,1/22/08,12/31/07,CERTIFIED,MA,3/15/08,12/15/08,ROGER B. STURGIS & ASSOCIATES,1455 CONCORD STREET,BUILDING 7,FRAMINGHAM,MA,01701,JANE NICHOLS BISHOP,"CHIP BISHOP COMMUNICATIONS & MANAGEMENT, INC DBA P",WEST DENNIS,MA,"LABORER, LANDSCAPE",15,10.45,HR,10.5,HR
C-07360-32812,1/22/08,12/18/07,CERTIFIED,MO,3/1/08,11/30/08,TOWN & COUNTRY NURSERY INC,13941 SOUTH STATE HWY 94,,DUTZOW,MO,63342,,,,,"LABORER, LANDSCAPE",2,7.88,HR,9.57,HR
A-08015-34866,1/22/08,1/10/08,PARTIAL CERTIFIED,MD,3/15/08,12/15/08,MARRIOTT INTERNATIONAL DBA BALTIMORE MARRIOTT WATE,700 ALICEANNA STREET,,BALTIMORE,MD,21202,PRACTICAL EMPLOYEE SOLUTIONS,VERONICA T. STRICKLAND,TABOR CITY,NC,HOUSECLEANER,31,7.41,HR,8.76,HR
A-08007-33651,1/22/08,12/31/07,PARTIAL CERTIFIED,GA,3/1/08,11/15/08,TRUGREEN LANDCARE,5207  BRER RABBIT ROAD,,STONE MOUNTAIN,GA,30083,"MAS LABOR H2B, LLC/ELIZABETH D. WHITLEY",650 FRONT STREET/PO BOX 507,LOVINGSTON,VA,"LABORER, LANDSCAPE",75,8.05,HR,8.05,HR
A-07365-33207,1/22/08,12/26/07,CERTIFIED,PA,2/13/08,11/30/08,WISSPERING PINES GARDEN CENTER & LANDSCAPE DESIGN,1400 ROUTE 739,,DINGMANS FERRY,PA,18328,"MAS LABOR H2B, LLC, ELIZABETH D. WHITLEY",650 FRONT STREET,LOVINGSTON,VA,"LABORER, LANDSCAPE",10,9.05,HR,9.05,HR
A-08002-33255,1/22/08,12/27/08,CERTIFIED,VA,2/13/08,12/15/08,KEN MATTHEWS LANDSCAPE NURSERY COMPANY,4921 GEORGE WASHINGTON HWY,,YORKTOWN,VA,23692,"MAS LABOR H2B, LLC",ELIZABETH D. WHITLEY,LOVINGSTON,VA,"LABORER, LANDSCAPE",9,7.88,HR,7.88,HR
A-07353-32461,1/22/08,12/19/07,CERTIFIED,VA,3/1/08,11/20/08,"CUSTOM IRRIGATION SYSTEMS, INC.",P.O. BOX 15358,,CHESAPEAKE,VA,23328,THE LABOR COMPANY / AMANDA WRIGHT,PO BOX 1254,AMHERST,VA,"LABORER, LANDSCAPE",8,7.88,HR,7.88,HR
A-07352-32289,1/22/08,12/17/07,CERTIFIED,NJ,3/15/08,12/15/08,"EAST RUTHERFORD ROOFING CO., INC.",264 LACKAWANNA AVENUE,,WEST PATERSON,NJ,07424,"MAS LABOR H2B, LLC  ELIZABETH D. WHITLEY",650 FRONT STREET / P.O. BOX 507,LOVINGSTON,VA,ROOFER APPRENTICE,15,9.35,HR,9.35,HR
A-07348-32133,1/22/08,12/12/07,CERTIFIED,NC,3/15/08,10/15/08,"TOURNAMENT PLAYERS CLUB NORTH CAROLINA, INC. DBA T",100 PGA TOUR BOULEVARD,,PONTE VEDRA BEACH,FL,32082,"INTERNATIONAL PERSONNEL RESOURCES, INC",P.O. BOX 1507,WEST CHESTER,PA,"LABORER, LANDSCAPE",12,7.44,HR,7.44,HR
C-08002-33258,1/22/08,12/27/07,CERTIFIED,TX,2/15/08,12/15/08,SOUTHWEST IRRIGATION,760 WINDMILL TRAIL,,DEL RIO,TX,78840,CHRISTOPHER ROBINETTE,C/O DEL CLAYTON,DEL RIO,TX,"LABORER, LANDSCAPE",12,6.56,HR,7,HR
A-07355-32589,1/22/08,12/20/07,CERTIFIED,NJ,3/15/08,12/15/08,"SPANCHEK LANDSCAPE ASSOCIATES, LLC",24  COKESBURY RD.,SUITE 4,LEBANON,NJ,08833,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",8,9.05,HR,9.05,HR
A-07348-32108,1/22/08,12/12/07,CERTIFIED,NY,3/15/08,11/15/08,POOLS BY LEISURE INC.,611 HAMPTON ROAD,,SOUTHAMPTON,NY,11968,MELINDA A RUBIN,"1 JACKSON AVENUE SOUTH, BUILD 1",HAMPTON BAYS,NY,JANITOR,5,8.02,HR,8.02,HR
C-08008-33813,1/22/08,1/2/08,CERTIFIED,ID,3/1/08,11/1/08,A GREENER SEASON LANDSCAPING,3545 N 3200 E,,TWIN FALLS,ID,83301,GLOBAL RESOURCES,P.O. BOX 817,HEYBURN,ID,"LABORER, LANDSCAPE",4,6.58,HR,9,HR
A-07346-31885,1/22/08,12/10/07,CERTIFIED,NY,3/1/08,12/20/08,DILEO LANDSCAPING LTD,P.O. BOX 1228,,HUNTINGTON,NY,11743,U.S. AMERICANS INC,888 BALDWIN DRIVE,WESTBURY,NY,"LABORER, LANDSCAPE",4,338,WK,340,WK
A-07346-31863,1/22/08,12/10/07,CERTIFIED,NY,3/1/08,12/20/08,PRISTINE PROPERTY CARE LTD,P.O. BOX 699,,QUOGUE,NY,11959,U.S. AMERICANS INC,888 BALDWIN DRIVE,WESTBURY,NY,"LABORER, LANDSCAPE",5,8.46,HR,340,HR
A-07345-31834,1/22/08,12/10/07,CERTIFIED,NY,3/1/08,12/20/08,LAKESIDE LAWN & LANDSCAPING,1050 WATER VIEW DRIVE,,SOUTHHOLD,NY,11971,U.S. AMERICANS INC,888 BALDWIN DRIVE,WESTBURY,NY,"LABORER, LANDSCAPE",5,338,WK,340,WK
C-07362-33084,1/22/08,12/27/07,DENIED,LA,2/12/08,1/10/09,DIXIE SHIPYARD & SUPPLY INC,8646 PARK AVENUE,,HOUMA,LA,70363,ALISHA CLESTER CAMPOS,5909 W LOOP SOUTH,BELLAIRE,TX,WELDER FITTER,0,14.02,HR,14.02,HR
A-07351-32228,1/22/08,12/13/07,CERTIFIED,KY,3/1/08,10/30/08,THE GARDENING ANGELS,635 TENNESSEE AVENUE,,LEXINGTON,KY,40505,AZTEC FOREIGN LABOR SOLUTION,300 BROADLEAF PLACE,LEXINGTON,KY,"LABORER, LANDSCAPE",10,7.94,HR,7.94,HR
A-08018-35219,1/22/08,1/15/08,PARTIAL CERTIFIED,MD,3/15/08,12/1/08,S.E.W. FRIEL,PO BOX 10,,QUEENSTOWN,MD,21658,INTERNATIONAL LABOR MANAGEMENT,230 CARMERON AVE.,VASS,NC,CANNERY WORKER,90,6.55,HR,6.55,HR
A-08018-35202,1/22/08,1/15/08,CERTIFIED,NC,3/15/08,11/30/08,THE UMSTEAD HOTEL AND SPA,100 WOODLAND POND,,CARY,NC,27513,JOHN MCNAMARA,"THE MCNAMARA FIRM L.P.,",AUSTIN,TX,DINING ROOM ATTENDANT,4,6.16,HR,7.14,HR
A-08018-35197,1/22/08,1/15/08,CERTIFIED,NC,3/15/08,11/30/08,THE UMSTEAD HOTEL AND SPA,100 WOODLAND POND,,CARY,NC,27513,JOHN MCNAMARA,"THE MCNAMARA FIRM L.P.,",AUSTIN,TX,"CLEANER, HOUSEKEEPING",6,6.57,HR,9.25,HR
A-07339-31233,1/22/08,12/4/07,CERTIFIED,FL,3/1/08,10/31/08,"THE RITZ CARLTON, AMELIA ISLAND",4750 AMELIA ISLAND PARKWAY,,AMELIA ISLAND,FL,32034,MALCOLM SEHEULT,15210 WATERLINE ROAD,BRADENTON,FL,"WAITER/WAITRESS, ROOM SERVICE",23,6.76,HR,6.76,HR
A-07365-33162,1/22/08,12/26/07,CERTIFIED,MA,3/15/07,11/15/08,"SEASIDE PARTY CELEBRATIONS, LLC","COOK ROAD, UNIT #3",,VINEYARD HAVEN,MA,02568,MARILYN H. VUKOTA,"46 MAIN ST.,",EDGARTOWN,MA,MATERIAL HANDLER,4,12.37,HR,12.4,HR
A-08016-34923,1/22/08,1/10/08,PARTIAL CERTIFIED,MD,3/15/08,12/15/08,MARRIOTT INTERNATIONAL DBA BALTIMORE MARRIOTT WATE,700 ALICEANNA STREET,,BALTIMORE,MD,21202,PRACTICAL EMPLOYEE SOLUTIONS,VERONICA T. STRICKLAND,TABOR CITY,NC,KITCHEN HELPER,21,8.19,HR,8.76,HR
A-08010-34228,1/22/08,1/7/08,CERTIFIED,MD,3/20/08,10/31/08,SIX FLAGS AMERICA,13710 CENTRAL AVENUE,,MITCHELLVILLE,MD,20721,JOHN W. VINSON,ATTORNEY-AT-LAW,AUSTIN,TX,AMUSEMENT PARK WORKER,80,6.72,HR,6.72,HR
C-08015-34665,1/22/08,1/14/08,CERTIFIED,UT,2/1/08,11/30/08,"RAY'S GARDENING, L.C.",13438 SO. LOVERS LANE,,RIVERTON,UT,84065,JAMES ALCALA  ALCALA LAW FIRM,1380 WEST INDIANA AVENUE,SALT LAKE CITY,UT,"LABORER, LANDSCAPE",50,7.8,HR,7.8,HR
A-07348-32113,1/22/08,12/12/07,CERTIFIED,NJ,3/24/08,11/30/08,RIVERTON COUNTRY CLUB,634 LINDEN AVE,,RIVERTON,NJ,08077,"INTERNATIONAL PERSONNEL RESOURCES, INC.",P.O. BOX 1507,WEST CHESTER,PA,"LABORER, LANDSCAPE",11,8.38,HR,8.38,HR
C-08015-34816,1/22/08,1/14/08,CERTIFIED,UT,2/1/08,11/30/08,"CLEARWATER SPRINKLER, INC.",1745 S MILESTONE DR,A-2,SALT LAKE CITY,UT,84104,"JAMES ALCALA, ESQ","ALCALA LAW FIRM, PC",SALT LAKE CITY,UT,"LABORER, LANDSCAPE",6,7.8,HR,7.8,HR
C-08015-34675,1/22/08,1/14/08,CERTIFIED,UT,2/1/08,11/30/08,JENSEN PROPERTY MAINTENANCE,2883  WEST QUINTAIL CIRCLE,,SOUTH JORDAN,UT,84095,JAMES ALCALA,"ALCALA LAW FIRM, PC",SALT LAKE CITY,UT,"LABORER, LANDSCAPE",8,7.8,HR,7.8,HR
A-07347-32082,1/22/08,12/11/07,CERTIFIED,MA,3/1/08,12/1/08,A BLADE OF GRASS,62 EAST PLAIN ST,,WAYLAND,MA,01778,PETER J. CRAMER,PO BOX 4785,FARMINGHAM,MA,"LABORER, LANDSCAPE",10,9.8,HR,12,HR
A-07351-32205,1/22/08,12/13/07,CERTIFIED,VA,3/1/08,11/30/08,COUNTRY INN & SUITES,875 N. LEE HWY,,LEXINGTON,VA,24450,JOSEPH YOUNG,7 MAIN ST.,GOFFSTOWN,NH,"CLEANER, HOUSEKEEPING",4,6.25,HR,6.88,HR
C-07361-32896,1/22/08,12/20/07,CERTIFIED,AR,3/1/08,12/20/08,GROUNDS MASTERS OF ARKANSAS,13800 COOPER ORBIT,,LITTLE ROCK,AR,72210,FEWA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",7,7.01,HR,7.01,HR
A-07360-32764,1/22/08,12/21/07,CERTIFIED,MA,3/15/08,12/15/08,AM PIZZA INC.,868 WORCESTER STREET,,WELLESLEY,MA,02482,,,,,FAST FOODS WORKER,10,8,HR,8,HR
A-07365-33141,1/22/08,12/26/07,CERTIFIED,MA,3/15/08,12/15/08,"WINDSWEPT GARDENS, INC.","2 GREGLEN AVENUE, PMB 235",,NANTUCKET,MA,02554,JANE NICHOLS BISHOP,"CHIP BISHOP COMMUNICATIONS & MANAGEMENT, INC DBA P",WEST DENNIS,MA,"LABORER, LANDSCAPE",3,12.2,HR,12.2,HR
A-08002-33221,1/23/08,12/26/07,PARTIAL CERTIFIED,FL,3/15/08,12/15/08,"THE LAWN RANGER OF ST.AUGUSTINE, INC",1660 SR 16,,ST AUGUSTINE,FL,32084,LAURA CHRISTIANSEN,LABOR CONSULTANTS INTERNATIONAL,POST FALLS,ID,"LABORER, LANDSCAPE",26,8.3,HR,8.3,HR
A-07348-32130,1/23/08,12/12/07,CERTIFIED,PA,3/15/08,12/20/08,"LAWNS FOR LESS LANDSCAPING, INC.",304 E. RUSSELL ST.,,RIDLEY PARK,PA,19078,"INTERNATIONAL PERSONNEL RESOURCES, INC.",P.O BOX 1507,WEST CHESTER,PA,"LABORER, LANDSCAPE",10,8.79,HR,8.79,HR
A-07341-31508,1/23/08,12/6/07,CERTIFIED,VA,3/15/08,12/10/08,"COMMONWEALTH TENT CO, INC.",5611 GREENDALE ROAD,,RICHMOND,VA,23228,THE LABOR COMPANY/A. WRIGHT,"417 S. MAIN STEET, SUITE 107",AMHERST,VA,CIRCUS LABORER,15,8.01,HR,8.01,HR
A-07365-33160,1/23/08,12/26/07,CERTIFIED,PA,2/15/08,12/15/08,"YARDMASTER, INC.",1406 W. 21ST STREET,,ERIE,PA,16502,FERNANDO E. SAENZ; WORKFORCE ADVANTAGE,P.O. BOX 9168,RICHMOND,VA,"LABORER, LANDSCAPE",20,7.15,HR,7.55,HR
A-08008-33789,1/23/08,12/31/07,CERTIFIED,MA,3/15/08,12/15/08,TIM ACTON LANDSCAPING,232 WHITE OAK TRAIL,,CENTERVILLE,MA,02632,"ANTIOCH ASSOCIATES USA II, INC","MARK CARCHIDI,",YARMOUTH PORT,MA,"LABORER, LANDSCAPE",6,10.73,HR,10.73,HR
A-07353-32404,1/23/08,12/18/07,CERTIFIED,NY,3/24/08,12/15/08,"ADS LANDSCAPES, INC.",PO BOX 1045,,MILLBROOK,NY,12545,"INTERNATIONAL PERSONNEL RESOURCES, INC",PO BOX 1507,WEST CHESTER,PA,"LABORER, LANDSCAPE",7,8.63,HR,8.63,HR
A-07352-32364,1/23/08,12/17/07,CERTIFIED,ME,3/20/08,12/20/08,"THE STEAK CO., INC.",P.O. BOX 1030,,WELLS,ME,04090,"MARK CARCHIDI, ANTIOCH ASSOCIATES USA II, INC.",86 WILLOW STREET,YARMOUTH PORT,MA,"FOOD ASSEMBLER, KITCHEN",10,7.62,HR,7.62,HR
A-07348-32112,1/23/08,12/12/07,CERTIFIED,PA,3/1/08,12/15/08,"REINHARDT INDUSTRIES, DBA GREEN SCENE LANDSCAPING",235 JASPER ROAD,,KING OF PRUSSIA,PA,19406,"INTERNATIONA PERSONNEL RESOURCES, INC",P.O. BOX 1507,WEST CHESTER,PA,"LABORER, LANDSCAPE",18,8.79,HR,8.79,HR
A-07348-32168,1/23/08,12/13/07,CERTIFIED,VA,2/15/08,12/15/08,RUPPERT NURSERIES,5451 WELLINGTON ROAD,,GAINESVILLE,VA,20155,"AMIGOS LABOR SOLUTIONS, INC.",3141 HOOD STREET,DALLAS,TX,"LABORER, LANDSCAPE",26,8.65,HR,8.7,HR
A-07348-32162,1/23/08,12/13/07,CERTIFIED,NJ,3/15/08,12/20/08,KARLA LANDSCAPING,P.O. BOX 6694,,FREEHOLD,NJ,07728,"INTERNATIONAL PERSONNEL RESOURCES, INC",P.O. BOX 1507,WEST CHESTER,PA,"LABORER, LANDSCAPE",6,8.13,HR,8.13,HR
C-07361-32854,1/23/08,12/20/07,CERTIFIED,NY,3/17/08,10/13/08,SWANK'S STEEL CITY SHOWS,2293 CHAPPARAL DRIVE,,PITTSBURGH,PA,15239,JOEL PFEFFER,"MEYER, UNKOVIC & SCOTT LLP",PITTSBURGH,PA,AMUSEMENT PARK WORKER,25,6.25,HR,250,HR
C-08007-33639,1/23/08,1/4/08,CERTIFIED,UT,3/1/08,11/30/08,LANDSCAPES UNLIMITED LLC,1201 ARIES DRIVE,,LINCOLN,NE,68512,GRACE S. KAN,"KAN LAW, P.C.",IRVING,TX,"LABORER, LANDSCAPE",40,7.8,HR,7.8,HR
C-07362-33041,1/23/08,12/26/07,CERTIFIED,CA,2/1/08,11/1/08,J.L.Q. CONCESSIONS,11719 E. ASHLAN AVE,,SANGER,CA,93657,"AMIGOS LABOR SOLUTIONS, INC",3141 HOOD STREET,DALLAS,TX,AMUSEMENT PARK WORKER,14,8.01,HR,8.04,HR
C-07361-32991,1/23/08,12/26/07,CERTIFIED,TX,3/1/08,12/31/08,"GLASCO & CO. LANDSCAPING, INC.",601 N. BLUE BELL RD.,,BRENHAM,TX,77833,TODD MILLER,P.O. BOX 1073,HELOTES,TX,"LABORER, LANDSCAPE",25,6.49,HR,6.49,HR
A-08007-33672,1/23/08,12/31/07,CERTIFIED,RI,3/15/08,12/15/08,"LANDSCAPE PLUS, INC",29 ARMENTO ST,,JOHNSTON,RI,02919,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",4,9.41,HR,9.41,HR
A-08002-33291,1/23/08,12/28/08,PARTIAL CERTIFIED,VA,3/1/08,12/15/08,LAWHORNE BROTHERS PAVING,781 LAWYERS ROAD,,LYNCHBURG,VA,24506,"MAS LABOR H2B, LLC ELIZABETH D. WHITLEY",650 FRONT STREET,LOVINGSTON,VA,CONSTRUCTION WORKER II,13,7.98,HR,8,HR
C-08004-33571,1/23/08,12/31/07,CERTIFIED,CA,1/18/08,11/16/08,JENNIFER MCLAUGHLIN (RANCHO AGRADECIDO),9363 OLD CASTLE RD,,VALLEY CENTER,CA,92082,LISA L. GALLIATH,514 VIA DE LA VALLE,SOLANA BEACH,CA,STABLE ATTENDANT,5,7.9,HR,9.48,HR
C-08015-34673,1/23/08,1/14/08,DENIED,UT,2/1/08,11/30/08,"PARK CITY MILL & DOOR, INC.",6410 NORTH BUSINESS PARK LOOP,,PARK CITY,UT,84098,JAMES ALCALA,"ALCALA LAW FIRM, PC",SALT LAKE CITY,UT,MATERIAL HANDLER,0,7.7,HR,7.7,HR
A-07355-32645,1/23/08,12/20/07,CERTIFIED,NY,3/1/08,12/15/08,RICHARD KALBACHER LANDSCAPING INC,41 FORT POND BLVD,,EAST HAMPTON,NY,11937,MELINDA RUBIN,"1 JACKSON AVE SOUTH,  BUILD 1",HAMPTON BAYS,NY,"LABORER, LANDSCAPE",4,8.46,HR,8.46,HR
A-08007-33716,1/23/08,12/31/07,CERTIFIED,NY,3/20/08,12/20/08,CLEAN AND GREEN LANDSCAPE/MICOSTA ENTERPRISES,3007 ROUTE 20,,HUDSON,NY,12534,,,,,"LABORER, LANDSCAPE",6,8.8,HR,8.8,HR
A-07351-32196,1/23/08,12/13/07,PARTIAL CERTIFIED,FL,2/15/08,12/15/08,"P & L LAWN MAINTENANCE, INC.",300 N. GOLDENROD ROAD,,ORLANDO,FL,32807,"SEASONAL LABOR SOLUTIONS, LLC",3696 SEMINOLE ST,GOTHA,FL,"LABORER, LANDSCAPE",15,7.72,HR,8.5,HR
A-08008-33791,1/23/08,12/31/07,CERTIFIED,MA,4/1/08,12/15/08,TWENTY FOUR BROAD STREET INC DBA LE LANGUEDOC,P.O. BOX 1829,,NANTUCKET,MA,02554,,,,,COOK,2,10.86,HR,12,HR
A-08022-35265,1/23/08,1/17/08,PARTIAL CERTIFIED,MD,3/1/08,11/30/08,OAK TREE LANDSCAPING INC,PO BOX 266,,SEVERN,MD,21144,FEDERATION OF EMPLOYERS AND WORKES OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",5,8.45,HR,8.45,HR
A-08008-33797,1/23/08,12/31/07,CERTIFIED,MA,4/1/08,12/15/08,TWENTY FOUR BROAD STREET INC DBA LE LANGUEDOC,P.O. BOX 1829,,NANTUCKET,MA,02554,,,,,"CLEANER, HOUSEKEEPING",3,8.39,HR,9.75,HR
A-08008-33809,1/23/08,12/31/07,PARTIAL CERTIFIED,MA,4/1/08,10/31/08,TIDEWATER INN,135 MAIN STREET,,WEST YARMOUTH,MA,02673,"MARK CARCHIDI, ANTIOCH ASSOCIATES USA, INC",86 WILLOW STREET,YARMOUTHPORT,MA,"CLEANER, HOUSEKEEPING",10,8.47,HR,8.47,HR
A-07362-33012,1/23/08,12/26/07,CERTIFIED,MA,3/15/08,12/15/08,"MARTHA'S VINEYARD HEALTH CLUB, LLC",9 MAIN STREET,,TISBURY,MA,02568,ARTHUR D. SMITH,P.O. BOX 2064,EDGARTOWN,MA,MANICURIST,5,9.8,HR,13.24,HR
A-08002-33247,1/23/08,12/27/07,CERTIFIED,NY,3/1/08,12/15/08,SWEENEY COMPANY LLC,34 DEVITT RD.,,WATERFORD,NY,12188,INTERNATIONAL LABOR MANAGEMENT CORP. SARAH E. FARR,230 CAMERON AVE,VASS,NC,"LABORER, LANDSCAPE",8,8.39,HR,8.86,HR
A-07338-31115,1/23/08,12/3/07,CERTIFIED,PA,3/1/08,12/15/08,RAM-T-CORPORATION,1121 DOWNINGTON PIKE,,WEST CHESTER,PA,19380,H. RONALD KLASKO,1800 JOHN F. KENNEDY BLVD.,PHILADELPHIA,PA,"LABORER, LANDSCAPE",75,8.79,HR,8.79,HR
C-07355-32613,1/23/08,12/17/07,PARTIAL CERTIFIED,CA,1/1/08,11/1/08,PALM SPRINGS ELDERCARE HOME,657 S. HIGHLAND DRIVE,,PALM SPRINGS,CA,92264,LAW OFFICES OF ABRAHAM L. LIM APC,18546 BELLORITA STREET,ROWLAND HEIGHTS,CA,HOME HEALTH TECHNICIAN,35,7.94,HR,11,HR
C-07355-32605,1/23/08,12/18/07,CERTIFIED,IL,1/4/08,1/3/09,THARA THAI,912 1/2 BLOOMINGTON RD.,,CHAMPAIGN,IL,61821,RASAMY AYYASH,13051 BUTTERCUP,HOMER GLEN,IL,CHEF,1,13.95,HR,14,HR
C-08004-33553,1/23/08,12/31/07,CERTIFIED,WA,2/4/08,12/4/08,GROWING GREEN INC,21628 87TH AVENUE SE,,WOODINVILLE,WA,98072,SAM HADDAD,P.O.BOX 5085,AUSTIN,TX,"LABORER, LANDSCAPE",5,9.86,HR,9.86,HR
C-08008-33818,1/23/08,1/4/08,CERTIFIED,MI,3/1/08,12/20/08,POLO FIELDS GOLF & COUNTRY CLUB,5200 POLO FIELDS,,ANN ARBOR,MI,48103,GREAT LAKES LABOR,P.O. BOX 646,PINCKNEY,MI,"LABORER, LANDSCAPE",13,8.89,HR,8.9,HR
A-08002-33242,1/23/08,12/27/07,CERTIFIED,PA,3/15/08,11/30/08,"STOLTZFUS ENTERPRISES, LTD","P.O. BOX 20, 26 E. MAIN ST.",,ELVERSON,PA,19520,"INTERNATIONAL PERSONNEL RESOURCES, INC",P.O. BOX 1507,WEST CHESTER,PA,CONSTRUCTION WORKER I,5,10.93,HR,10.93,HR
C-08009-34042,1/23/08,1/4/07,CERTIFIED,TX,2/19/08,12/19/08,"K & K LANGHAM, LTD. DBA AUSTIN COUNTER TOPS",11108 BLUFF BEND DRIVE,,AUSTIN,TX,78753,MEHRON P. AZARMEHR,"AZARMEHR & ASSOCIATES, P.C.",AUSTIN,TX,PRODUCTION HELPER,50,6.32,HR,8,HR
C-08009-34044,1/23/08,1/4/07,CERTIFIED,TX,3/1/08,10/31/08,MARRIOTT INTERNATIONAL DBA HORSESHOE BAY MARRIOTT ,200 HI CIRCLE NORTH PO BOX 4650,,HORSESHOE BAY,TX,78657,"JOHN MCNAMARA, ATTORNEY AT LAW","MCNAMARA FIRM, L.P.",AUSTIN,TX,WAITER/WAITRESS,12,6.69,HR,7,HR
C-07351-32192,1/23/08,12/13/07,CERTIFIED,KS,2/15/08,11/30/08,"EPIC LANDSCAPE PRODUCTIONS, L.C.",23933 W. 175 STREET,,GARDNER,KS,66030,,,,,"LABORER, LANDSCAPE",135,8.33,HR,8.33,HR
C-08015-34862,1/23/08,1/14/08,CERTIFIED,IL,2/16/08,12/16/08,PATCH LANDSCAPING,1415 W. DEVON,,CHICAGO,IL,60660,GINNY MUILENBERG,LABOR CONSULTANTS INTERNATIONAL,POST FALLS,ID,"LABORER, LANDSCAPE",11,7.9,HR,7.9,HR
C-08003-33342,1/23/08,12/28/07,CERTIFIED,TX,2/4/08,12/4/08,CAROTHER'S ELECTRIC,201 CR 129,,GATESVILLE,TX,76528,"SAM HADDAD, J.D., M.A.",P.O. BOX 5085,AUSTIN,TX,ELECTRICIAN,15,8.4,HR,8.4,HR
A-07337-30971,1/23/08,11/30/07,CERTIFIED,VA,2/13/08,12/13/08,"TAPATIO, INC.",2217 VADITO WAY,,VIRGINIA BEACH,VA,23456,"MAS LABOR H2B, LLC  ELIZABETH D. WHITLEY",650 FRONT STREET / P.O. BOX 507,LOVINGSTON,VA,"FOOD ASSEMBLER, KITCHEN",15,6.55,HR,6.55,HR
A-07353-32372,1/23/08,12/17/07,PARTIAL CERTIFIED,MA,3/10/08,11/30/08,"TRIAD ASSOCIATES, INC.",100 DOWNING AVENUE,,HAVERHILL,MA,01830,"GEORGE N. LESTER, ESQ",155 SEAPORT BOULEVARD,BOSTON,MA,TERRAZZO WORKER,40,10.58,HR,12,HR
A-07362-33117,1/23/08,12/26/07,CERTIFIED,GA,3/1/08,10/31/08,"LORA'S REFORESTATION, INC.",PO BOX 368,,FAYETTE,AL,35555,,,,,"LABORER, LANDSCAPE",8,8.05,HR,8.05,HR
C-08003-33458,1/23/08,12/31/07,CERTIFIED,TX,3/1/08,12/31/08,GTO CONSTRUCTION,3617 MARTIN ST.,,FORT WORTH,TX,76119,BELINDA RODRIGUEZ,PRO SERVICES,SAN ANTONIO,TX,"LABORER, LANDSCAPE",10,8.13,HR,8.13,HR
A-08002-33224,1/23/08,12/27/08,PARTIAL CERTIFIED,MD,3/1/08,12/15/08,AUTOMATIC RAIN LAWN SPRINKLERS,P.O. BOX 310,,BRYANTOWN,MD,20617,THE LABOR COMPANY,"417 S. MAIN STREET, SUITE 107",AMHERST,VA,LAWN SPRINKLER INSTALLER,18,10.42,HR,10.42,HR
A-07333-30731,1/23/08,11/28/07,CERTIFIED,VA,2/15/08,12/15/08,MICA OF VA INC.,17311 BRANDY ROAD,,CULPEPER,VA,22701,,,,,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",40,7.88,HR,7.88,HR
C-08017-35047,1/23/08,1/14/08,CERTIFIED,IA,3/15/08,11/1/08,BRIDGES BAY RESORT,3211 W. SENCORE DRIVE,,SIOUX FALLS,SD,57022,SANDRA AZINGER./ NTERNATIONAL HOSPITALITY RESOURCE,12998 WINDMILL ROAD,HOT SPRINGS,SD,HOUSEKEEPER,12,7.5,HR,7.5,HR
C-08009-34049,1/23/08,1/7/08,CERTIFIED,TX,2/15/08,12/15/08,"RANCHO ENCINO / C. SCOTT, INC",1413 VILLA DRIVE,,BAY CITY,TX,77414,FEDERATION OF EMPLOYERS AND,WORKERS  OF AMERICA,BAY CITY,TX,MATERIAL HANDLER,16,6.07,HR,6.07,HR
C-08010-34327,1/23/08,1/7/08,CERTIFIED,TX,2/1/08,12/1/08,"RIVER CITY DRYWALL SERVICES, L.P.",2007 WINDY TERRACE STE. A.,,CEDAR PARK,TX,78613,ROBERT D. KERSHAW,"REINA & KERSHAW, P.C.",AUSTIN,TX,CONSTRUCTION WORKER I,50,8.48,HR,8.48,HR
A-08009-33979,1/23/08,1/4/08,CERTIFIED,NC,2/25/08,12/25/08,PANORAMIC LANDSCAPES LLC.,2513 VALLEY HAVEN DRIVE,,RALEIGH,NC,29603,TAMMY ALECIO,HR CONSULTANTS INC.,CARY,NC,"LABORER, LANDSCAPE",3,7.44,HR,7.93,HR
