CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,DOT_OCCUPATIONAL_CODE,DOT_NAME,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
C-10364-52902,6-Jan-11,30-Dec-10,CERTIFIED,H-2B,MA,15-Apr-11,1-Nov-11,MINGO CORPORATION DBA THE MUSE,44 SURFSIDE ROAD PO BOX 2549,,NANTUCKET,MA,02554,JANE NICHOLS BISHOP,WEST DENNIS,MA,313.374-014,"Cook, Short Order",352015,"Cooks, Short Order","COOK, SHORT ORDER",7,7,,,,
C-10364-52907,6-Jan-11,30-Dec-10,CERTIFIED,H-2B,MA,15-Apr-11,10-Dec-11,TWENTY FOUR BROAD STREET INC. DBA LE LANGUEDOC,24 BROAD STREET PO BOX 1829,,NANTUCKET,MA,02554,JANE NICHOLS BISHOP,WEST DENNIS,MA,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",3,3,10.3,HR,10.3,HR
C-10364-52913,6-Jan-11,30-Dec-10,CERTIFIED,H-2B,MA,15-Apr-11,15-Oct-11,"STEAMBOAT WHARF PIZZA, INC.",10 BROAD STREET,PO BOX 1829,NANTUCKET,MA,02554,JANE NICHOLS BISHOP,WEST DENNIS,MA,313.374-014,"Cook, Short Order",352015,"Cooks, Short Order","COOK, SHORT ORDER",8,8,9.23,HR,9.23,HR
C-10364-52908,6-Jan-11,30-Dec-10,CERTIFIED,H-2B,MA,15-Apr-11,10-Dec-11,TWENTY FOUR BROAD STREET INC. DBA LE LANGUEDOC,24 BROAD STREET,P.O. BOX 1829,NANTUCKET,MA,02554,JANE NICHOLS BISHOP,WEST DENNIS,MA,222.587-022,Kitchen Clerk,435081,Stock Clerks and Order Fillers,KITCHEN CLERK,5,5,8.86,HR,8.86,HR
C-10356-52631,10-Jan-11,22-Dec-10,CERTIFIED,H-2B,MA,1-Apr-11,30-Nov-11,CASTLE LANDSCAPE AND GARDEN,136 OLD SOUTH ROAD,PO BOX 54,NANTUCKET,MA,02554,"ELIZABETH D. WHITLEY / MASLABOR H2B, LLC",LOVINGSTON,VA,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",6,6,13.4,HR,13.4,HR
C-11004-53024,11-Jan-11,4-Jan-11,CERTIFIED,H-2B,MA,15-Apr-11,6-Dec-11,BARTLETT'S OCEAN VIEW FARM,33 BARLETT FARM ROAD,,NANTUCKET,MA,02554,JANE NICHOLS BISHOP,WEST DENNIS,MA,313.374-014,"Cook, Short Order",352015,"Cooks, Short Order","COOK, SHORT ORDER",8,8,11.43,HR,11.43,HR
C-11007-53169,13-Jan-11,7-Jan-11,CERTIFIED,H-2B,MA,1-Apr-11,15-Dec-11,NANTUCKET ISLAND RESORTS,10 AMELIA DRIVE,P.O. BOX 1139,NANTUCKET,MA,02554,MARK D. CARCHIDI,YARMOUTH PORT,MA,324.677-010,Bellhop,396011,Baggage Porters and Bellhops,BELLHOP,20,20,8.77,HR,8.77,HR
C-11007-53161,13-Jan-11,7-Jan-11,CERTIFIED,H-2B,MA,1-Apr-11,31-Oct-11,COOKS SIDEWALK CAFE,6 SOUTH BEACH STREET,,NANTUCKET,MA,02554,,,,311.472-010,Fast-Foods Worker,353021,"Combined Food Preparation and Serving Workers, Including Fast Food",FAST FOODS WORKER,5,5,,HR,10.33,HR
C-11007-53194,13-Jan-11,7-Jan-11,CERTIFIED,H-2B,MA,13-Apr-11,15-Oct-11,BRANT POINT INN,8 N. BEACH STREET,,NANTUCKET,MA,02554,MICHAEL DAVID HEFNER,PITTSFIELD,VT,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",3,3,10.3,HR,10.3,HR
C-11007-53158,13-Jan-11,7-Jan-11,CERTIFIED,H-2B,MA,1-Apr-11,15-Dec-11,NANTUCKET ISLAND RESORTS,10 AMELIA DRIVE,P.O. BOX 1139,NANTUCKET,MA,02554,MARK D. CARCHIDI,YARMOUTH PORT,MA,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",70,70,10.3,HR,10.3,HR
C-11007-53164,13-Jan-11,7-Jan-11,CERTIFIED,H-2B,MA,1-Apr-11,15-Dec-11,NANTUCKET ISLAND RESORTS,P.O. BOX 1139,10 AMELIA DRIVE,NANTUCKET,MA,02554,MARK D. CARCHIDI,YARMOUTH PORT,MA,319.484-010,"Food Assembler, Kitchen",352021,Food Preparation Workers,"FOOD ASSEMBLER, KITCHEN",45,45,8.86,HR,8.86,HR
C-11007-53157,13-Jan-11,7-Jan-11,CERTIFIED,H-2B,MA,1-Apr-11,15-Dec-11,NANTUCKET ISLAND RESORTS,P.O. BOX 1139,10 AMELIA DRIVE,NANTUCKET,MA,02554,MARK D. CARCHIDI,YARMOUTH PORT,MA,311.477-026,"Waiter/Waitress, Formal",353031,Waiters and Waitresses,"WAITER/WAITRESS, FORMAL",40,40,11.44,HR,11.44,HR
C-11007-53162,13-Jan-11,7-Jan-11,CERTIFIED,H-2B,MA,1-Apr-11,15-Dec-11,NANTUCKET ISLAND RESORTS,P.O. BOX 1139,10 AMELIA DRIVE,NANTUCKET,MA,02554,MARK D. CARCHIDI,YARMOUTH PORT,MA,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",8,8,13.4,HR,13.4,HR
C-11010-53260,13-Jan-11,10-Jan-11,CERTIFIED,H-2B,MA,21-Apr-11,12-Dec-11,"66 CENTRE STREET, INC DBA ANCHOR INN",66 CENTRE STREET,,NANTUCKET,MA,02554,,,,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",3,3,10.5,HR,10.5,HR
C-11014-53402,20-Jan-11,14-Jan-11,CERTIFIED,H-2B,MA,15-Apr-11,31-Oct-11,ISLAND INN CORPORATION DBA THE CENTURY HOUSE,10 CLIFF ROAD,,NANTUCKET,MA,02554,MATTHEW LEE,BOSTON,MA,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",4,4,10.3,HR,10.3,HR
C-11019-53446,24-Jan-11,18-Jan-11,CERTIFIED,H-2B,MA,22-Apr-11,20-Oct-11,RESORT TRANSPORTATION INC.  DBA NANTUCKET BIKE SHO,4 BROAD STREET,,NANTUCKET,MA,02554,JANE NICHOLS BISHOP,WEST DENNIS,MA,295.467-010,Bicycle-Rental Clerk,412021,Counter and Rental Clerks,BICYCLE RENTAL CLERK,10,10,13.23,HR,13.23,HR
C-11004-53022,25-Jan-11,4-Jan-11,CERTIFIED,H-2B,MA,15-Apr-11,6-Dec-11,BARTLETT'S OCEAN VIEW FARM,33 BARLETT FARM ROAD,,NANTUCKET,MA,02554,JANE NICHOLS BISHOP,WEST DENNIS,MA,299.367-014,Stock Clerk,435081,Stock Clerks and Order Fillers,STOCK CLERK,4,4,8.97,HR,8.97,HR
C-11021-53526,26-Jan-11,21-Jan-11,CERTIFIED,H-2B,MA,1-May-11,20-Oct-11,ROPE WALK  INC. DBA ROPE WALK,1 STRAIGHT WHARF P.O. BOX 838,,NANTUCKET,MA,02554,,,,319.484-010,"Food Assembler, Kitchen",352021,Food Preparation Workers,"FOOD ASSEMBLER, KITCHEN",4,4,,,,
C-11021-53520,26-Jan-11,21-Jan-11,CERTIFIED,H-2B,MA,1-May-11,20-Oct-11,ROPE WALK INC. DBA ROPE WALK,1 STRAIGHT WHARF,P.O. BOX 838,NANTUCKET,MA,02554,,,,305.281-010,Cook,352013,"Cooks, Private Household",COOK,7,7,11.43,HR,11.43,HR
C-11021-53524,26-Jan-11,21-Jan-11,CERTIFIED,H-2B,MA,1-May-11,20-Oct-11,ROPE WALK INC. DBA ROPE WALK,1 STRAIGHT WHARF,P.O BOX 838,NANTUCKET,MA,02554,,,,318.687-010,Kitchen Helper,359021,Dishwashers,KITCHEN HELPER,4,4,8.72,HR,8.72,HR
C-11021-53508,26-Jan-11,21-Jan-11,CERTIFIED,H-2B,MA,1-May-11,1-Nov-11,"NANTUCKET PERIWINKLE, INC. DBA PERIWINKLE INN, SCA",P.O. BOX 1816,7 NORHT WATER STREET & 9 NORTH WATER STREET & BRAN,NANTUCKET,MA,02554,JANE NICHOLS BISHOP,WEST DENNIS,MA,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",2,2,10.3,HR,10.3,HR
C-11024-53551,27-Jan-11,24-Jan-11,CERTIFIED,H-2B,MA,1-May-11,1-Nov-11,"P & M REIS TRUCKING, INC.",PO BOX 113,57 SURFSIDE ROAD,NANTUCKET,MA,02554,JANE NICHOLS BISHOP,WEST DENNIS,MA,684.687-022,Collector,537062,"Laborers and Freight, Stock, and Material Movers, Hand",COLLECTOR,12,12,14.77,HR,14.77,HR
C-11021-53519,27-Jan-11,21-Jan-11,CERTIFIED,H-2B,MA,1-May-11,20-Oct-11,ROPE WALK INC. DBA ROPE WALK,1 STRAIGHT WHARF,P.O BOX 838,NANTUCKET,MA,02554,,,,311.677-018,Dining Room Attendant,359011,Dining Room and Cafeteria Attendants and Bartender Helpers,DINING ROOM ATTENDANT,6,6,9.19,HR,9.19,HR
C-11010-53256,31-Jan-11,10-Jan-11,DENIED,H-2B,MA,15-Apr-11,15-Oct-11,"NANTUCKET GOLF MANAGEMENT, INC DBA MIACOMET GOLF C",12 WEST MIACOMET ROAD,,NANTUCKET,MA,02554,,,,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",9,0,,,,
C-11007-53163,31-Jan-11,7-Jan-11,CERTIFIED,H-2B,MA,1-Apr-11,15-Dec-11,NANTUCKET ISLAND RESORTS,10 AMELIA DRIVE,P.O. BOX 1139,NANTUCKET,MA,02554,MARK D. CARCHIDI,YARMOUTH PORT,MA,238.367-038,Hotel Clerk,434081,"Hotel, Motel, and Resort Desk Clerks",HOTEL CLERK,40,40,13.1,HR,13.1,HR
C-11021-53515,8-Feb-11,21-Jan-11,CERTIFIED,H-2B,MA,1-May-11,10-Oct-11,"HOLDGATES ISLAND LAUNDRY, INC.",4 VESPER LANE,P.O. BOX 869,NANTUCKET,MA,02554,JANE NICHOLS BISHOP,WEST DENNIS,MA,221.387-038,Laundry Clerk,439061,"Office Clerks, General",LAUNDRY CLERK,8,8,11.66,HR,11.66,HR
C-11039-53911,15-Feb-11,8-Feb-11,CERTIFIED,H-2B,MA,15-May-11,31-Oct-11,BRASS LANTERN LLC DBA BRASS LANTERN INN,11 N WATER STREET,,NANTUCKET,MA,02554,JANE NICHOLS BISHOP,WEST DENNIS,MA,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",2,2,10.3,HR,10.3,HR
C-11040-53940,15-Feb-11,9-Feb-11,CERTIFIED,H-2B,MA,15-May-11,15-Oct-11,CENTER STREET ACKQUISITION LLC DBA ROBERTS HOUSE I,11 INDIA STREET,,NANTUCKET,MA,02554,BISHOP NICHOLS JANE,WEST DENNIS,MA,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",3,3,10.3,HR,10.3,HR
C-11041-53957,16-Feb-11,10-Feb-11,CERTIFIED,H-2B,MA,7-May-11,8-Dec-11,THE BROTHERHOOD OF THIEVES RESTAURANT MANAGEMENT G,23 BROAD STREET,PO BOX 388,NANTUCKET,MA,02554,JANE NICHOLS BISHOP,WEST DENNIS,MA,313.361-014,Cook,352014,"Cooks, Restaurant",COOK,14,14,11.43,HR,11.43,HR
C-11041-53973,16-Feb-11,10-Feb-11,CERTIFIED,H-2B,MA,1-May-11,31-Dec-11,"BUTNELL PACKAGE, INC. DBA HATCH'S PACKAGE STORE",133 ORANGE STREET,,NANTUCKET,MA,02554,MARK D. CARCHIDI,YARMOUTH PORT,MA,222.487-014,Order Filler,435081,Stock Clerks and Order Fillers,ORDER FILLER,2,2,8.97,HR,8.97,HR
C-11041-53968,16-Feb-11,10-Feb-11,CERTIFIED,H-2B,MA,15-May-11,15-Oct-11,TRESSES CORPORATION DBA TRESSES & THE DAY SPA,117 PLEASANT STREET,,NANTUCKET,MA,02554,JANE NICHOLS BISHOP,WEST DENNIS,MA,331.674-010,Manicurist,395092,Manicurists and Pedicurists,MANICURIST,4,4,10.31,HR,10.31,HR
C-11041-53967,16-Feb-11,10-Feb-11,CERTIFIED,H-2B,MA,15-May-11,15-Oct-11,TRESSES CORPORATION DBA TRESSES & THE DAY SPA,117 PLEASANT STREET,,NANTUCKET,MA,02554,JANE NICHOLS BISHOP,WEST DENNIS,MA,334.374-010,Masseur/Masseuse,319011,Massage Therapists,MASSEUR/MASSEUSE,4,4,11.93,HR,11.93,HR
C-11042-54005,16-Feb-11,11-Feb-11,CERTIFIED,H-2B,MA,1-Apr-11,30-Dec-11,"SOMETHING, INC. DBA SOMETHING NATURAL",50 CLIFF RD.,,NANTUCKET,MA,02554,MARK D. CARCHIDI,YARMOUTH PORT,MA,319.677-014,"Food-Service Worker, Hospital",353041,"Food Servers, Nonrestaurant","FOOD SERVICE WORKER, HOSPITAL",6,6,8.86,HR,8.86,HR
C-11021-53530,17-Feb-11,21-Jan-11,CERTIFIED,H-2B,MA,1-May-11,20-Oct-11,ISLAND GOURMET DBA CLUB CAR,1 MAIN STREET P.O. BOX 838,,NANTUCKET,MA,02554,,,,318.687-010,Kitchen Helper,359021,Dishwashers,KITCHEN HELPER,3,3,,,,
C-11021-53532,17-Feb-11,21-Jan-11,CERTIFIED,H-2B,LA,1-May-11,20-Oct-11,ISLAND GOURMET DBA CLUB CAR,1 MAIN STREET,P.O. BOX 838,NANTUCKET,MA,02554,,,,313.361-014,Cook,352014,"Cooks, Restaurant",COOK,4,4,11.43,HR,11.43,HR
C-11045-54023,18-Feb-11,14-Feb-11,CERTIFIED,H-2B,MA,15-May-11,2-Nov-11,MIDISH CORPORATION DBA THE TAVERN,2 HARBOR SQUARE,P.O. BOX 388,NANTUCKET,MA,02554,JANE NICHOLS BISHOP/PEAK SEASON WORKFORCE,WEST DENNIS,MA,311.677-018,Dining Room Attendant,359011,Dining Room and Cafeteria Attendants and Bartender Helpers,DINING ROOM ATTENDANT,20,20,9.19,HR,9.19,HR
C-11047-54063,22-Feb-11,16-Feb-11,CERTIFIED,H-2B,MA,15-May-11,15-Oct-11,SHERBURNE INN LLC,10 GAY STREET,,NANTUCKET,MA,02554,JANE NICHOLS BISHOP,WEST DENNIS,MA,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",2,2,10.3,HR,10.3,HR
C-11026-53657,22-Feb-11,26-Jan-11,CERTIFIED,H-2B,MA,9-May-11,11-Nov-11,FINCH GROUP HOTELS AND RESORTS INC. DBA NANTUCKET,1 MILLER'S LANE,,NANTUCKET,MA,02554,,,,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",20,20,10.3,HR,10.3,HR
C-11026-53651,23-Feb-11,26-Jan-11,CERTIFIED,H-2B,MA,9-May-11,11-Nov-11,FINCH GROUP HOTELS AND RESORTS INC. DBA NANTUCKET,1 MILLER'S LANE,,NANTUCKET,MA,02554,,,,311.677-018,Dining Room Attendant,359011,Dining Room and Cafeteria Attendants and Bartender Helpers,DINING ROOM ATTENDANT,10,10,9.19,HR,9.19,HR
C-11038-53887,28-Feb-11,7-Feb-11,CERTIFIED,H-2B,MA,1-Apr-11,1-Dec-11,"ISLAND CONCRETE FORM, LLC",13 BAYBERRY LANE,,NANTUCKET,MA,02554,MARK D. CARCHIDI,YARMOUTH PORT,MA,869.664-014,Construction Worker I,473012,Helpers--Carpenters,CONSTRUCTION WORKER I,6,6,13.09,HR,13.09,HR
C-11053-54156,28-Feb-11,22-Feb-11,CERTIFIED,H-2B,MA,16-May-11,1-Nov-11,VERANDA HOUSE INN LLC DBA VERANDA HOUSE,3 STEP LANE,,NANTUCKET,MA,02554,JANE NICHOLS BISHOP,WEST DENNIS,MA,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",6,6,10.3,HR,10.3,HR
C-11039-53912,2-Mar-11,8-Feb-11,CERTIFIED,H-2B,MA,25-May-11,30-Sep-11,"VALLEY TRANSPORTATION SERVICES OF MASSACHUSETTS, I",11 NEW SOUTH ROAD,"P.O BOX  427 WEST DOVER, VT 05356 (MAILING)",NANTUCKET,MA,02554,JANE NICHOLS BISHOP,WEST DENNIS,MA,913.463-010,Bus Driver,533022,"Bus Drivers, School",BUS DRIVER,23,23,12.93,HR,12.93,HR
C-11060-54284,7-Mar-11,1-Mar-11,CERTIFIED,H-2B,MA,1-May-11,31-Oct-11,STRAIGHT WHARF RESTAURANT,6 HARBOR SQUARE,P.O. BOX 1520,NANTUCKET,MA,02554,MARK D. CARCHIDI,YARMOUTH PORT,MA,319.484-010,"Food Assembler, Kitchen",352021,Food Preparation Workers,"FOOD ASSEMBLER, KITCHEN",10,10,8.86,HR,8.86,HR
C-11045-54026,7-Mar-11,14-Feb-11,CERTIFIED,H-2B,MA,30-Apr-11,2-Nov-11,MIDISH CORPORATION DBA THE TAVERN,2 HARBOR SQUARE,P.O. BOX 388,NANTUCKET,MA,02554,JANE NICHOLS BISHOP,WEST DENNIS,MA,313.361-014,Cook,352014,"Cooks, Restaurant",COOK,14,14,11.43,HR,11.43,HR
C-11026-53649,8-Mar-11,26-Jan-11,DENIED,H-2B,MA,1-Apr-11,1-Dec-11,LIFE MASSAGE LLC,13C AMELIA DR,,NANTUCKET,MA,02554,,,,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",4,0,10.3,HR,10.3,HR
C-11026-53658,8-Mar-11,26-Jan-11,DENIED,H-2B,MA,1-Apr-11,1-Dec-11,LIFE MASSAGE LLC,13C AMELIA DR,,NANTUCKET,MA,02554,,,,334.374-010,Masseur/Masseuse,319011,Massage Therapists,MASSEUR/MASSEUSE,4,0,11.93,HR,11.93,HR
C-11055-54206,9-Mar-11,24-Feb-11,CERTIFIED,H-2B,MA,1-Apr-11,15-Dec-11,NANTUCKET SEAFOOD,56 OLD SOUTH ROAD,,NANTUCKET,MA,02554,MAYDENE ANNMARIE MASON,NANTUCKET,MA,311.472-010,Fast-Foods Worker,353021,"Combined Food Preparation and Serving Workers, Including Fast Food",FAST FOODS WORKER,8,8,8.98,HR,8.98,HR
C-11055-54209,9-Mar-11,24-Feb-11,CERTIFIED,H-2B,MA,1-Apr-11,15-Dec-11,NANTUCKET TENT LLC,5 SURFSIDE ROAD,,NANTUCKET,MA,02554,MAYDENE ANNMARIE MASON,NANTUCKET,MA,869.261-010,House Mover,474099,"Construction and Related Workers, All Other",HOUSE MOVER,3,3,11.99,HR,11.99,HR
C-11068-54370,14-Mar-11,9-Mar-11,CERTIFIED,H-2B,MA,15-May-11,15-Oct-11,THE WESTMOOR CLUB,10 WESTMOOR LANE,,NANTUCKET,MA,02554,"MARK D. CARCHIDI / ANTIOCH ASSOCIATES USA II, INC.",YARMOUTH PORT,MA,313.361-014,Cook,352014,"Cooks, Restaurant",COOK,9,9,11.43,HR,11.43,HR
C-11068-54373,14-Mar-11,9-Mar-11,CERTIFIED,H-2B,MA,15-May-11,15-Oct-11,THE WESTMOOR CLUB,10 WESTMOOR LANE,,NANTUCKET,MA,02554,MARK D. CARCHIDI,YARMOUTH PORT,MA,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",5,5,10.3,HR,10.3,HR
C-11068-54371,15-Mar-11,9-Mar-11,CERTIFIED,H-2B,MA,15-May-11,15-Oct-11,THE WESTMOOR CLUB,10 WESTMOOR LANE,,NANTUCKET,MA,02554,MARK D. CARCHIDI,YARMOUTH PORT,MA,350.677-030,Waiter/Waitress,353031,Waiters and Waitresses,WAITER/WAITRESS,15,15,11.44,HR,11.44,HR
C-11073-54423,17-Mar-11,14-Mar-11,CERTIFIED,H-2B,MA,15-May-11,10-Oct-11,THE NANTUCKET LOBSTER TRAP,23 WASHINGTON STREET,PO BOX 454,NANTUCKET,MA,02554,JANE NICHOLS BISHOP,WEST DENNIS,MA,318.687-010,Kitchen Helper,359021,Dishwashers,KITCHEN HELPER,5,5,8.72,HR,8.72,HR
C-11073-54433,17-Mar-11,14-Mar-11,CERTIFIED,H-2B,MA,1-May-11,15-Dec-11,SHIPS INN NANTUCKET INCORP. DBA SHIPS INN,13 FAIR ST.,,NANTUCKET,MA,02554,MAYDENE ANNMAIRE MASON/MMG ASSOCIATE NANTUCKET,NANTUCKET,MA,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",4,4,11.66,HR,11.66,HR
C-11080-54499,23-Mar-11,21-Mar-11,CERTIFIED,H-2B,MA,10-Apr-11,1-Nov-11,MINGO CORPORATION DBA THE MUSE,44 SURFSIDE ROAD,PO BOX 2549,NANTUCKET,MA,02554,JANE NICHOLS BISHOP,WEST DENNIS,MA,312.687-010,Bartender Helper,359011,Dining Room and Cafeteria Attendants and Bartender Helpers,BARTENDER HELPER,3,3,9.19,HR,9.19,HR
C-11067-54358,23-Mar-11,8-Mar-11,CERTIFIED,H-2B,MA,15-Mar-11,15-Dec-11,BLACK-EYED SUSAN'S INC.,10 INDIA ST.,P.O BOX 1048,NANTUCKET,MA,02554,,,,319.484-010,"Food Assembler, Kitchen",352021,Food Preparation Workers,"FOOD ASSEMBLER, KITCHEN",8,8,8.86,HR,8.86,HR
C-11073-54444,25-Mar-11,14-Mar-11,CERTIFIED,H-2B,MA,1-Apr-11,15-Dec-11,SAYLE & HENRY INC. DBA SAYLES SEAFOOD,99 WASHINGTON ST.,,NANTUCKET,MA,02554,MAYDENE ANNMAIRE MASON,NANTUCKET,MA,209.567-014,"Order Clerk, Food and Beverage",434151,Order Clerks,"ORDER CLERK, FOOD AND BEVERAGE",5,5,8.98,HR,8.98,HR
C-11081-54521,1-Apr-11,22-Mar-11,CERTIFIED,H-2B,MA,15-May-11,1-Dec-11,"NOMODO, INC DBA SOPHIE T'S PIZZA",7 DAVES STREET,PO BOX 523,NANTUCKET,MA,02554,,,,311.472-010,Fast-Foods Worker,353021,"Combined Food Preparation and Serving Workers, Including Fast Food",FAST FOODS WORKER,5,5,,HR,11,HR
C-11095-54665,8-Apr-11,5-Apr-11,CERTIFIED,H-2B,MA,1-May-11,31-Oct-11,"FOOODS, INC. DBA FOOODS FOR HERE AND THERE",149 ORANGE STREET,,NANTUCKET,MA,02554,MARK D. CARCHIDI,YARMOUTH PORT,MA,187.167-026,"Director, Food Services",119051,Food Service Managers,"DIRECTOR, FOOD SERVICES",5,5,8.98,HR,8.98,HR
C-11088-54608,13-Apr-11,29-Mar-11,CERTIFIED,H-2B,MA,20-Apr-11,20-Dec-11,HANS DALGAARD PAINTING INC. DBA HANS PAINTING,65 SURFSIDE ROAD,,NANTUCKET,MA,02554,MAYDENE ANNIMARIE MASON,NANTUCKET,MA,840.381-010,Painter,472141,"Painters, Construction and Maintenance",PAINTER,10,10,18.85,HR,18.85,HR
C-11110-54754,25-Apr-11,20-Apr-11,CERTIFIED,H-2B,MA,1-Jun-11,15-Dec-11,"DEVINE DEVELOPMENT I, LLC DBA MARTIN HOUSE INN, CL",61 CENTRE STREET,,NANTUCKET,MA,02554,,,,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",2,2,11.06,HR,11.06,HR
C-11088-54604,2-May-11,29-Mar-11,CERTIFIED,H-2B,MA,1-Apr-11,15-Dec-11,R.C. PAINTING INCORP.,144 MADAKET ROAD,,NANTUCKET,MA,02554,MAYDENE ANNMARIE MASON,NANTUCKET,MA,914.362-014,Construction-and-Maintenance Inspector,519061,"Inspectors, Testers, Sorters, Samplers, and Weighers",CONSTRUCTION AND MAINTENANCE INSPECTOR,5,5,18.85,HR,18.85,HR
C-11098-54682,9-May-11,8-Apr-11,CERTIFIED,H-2B,MA,14-Apr-11,15-Dec-11,"DEVINE DEVELOPMENT I, LLC DBA MARTIN HOUSE INN, CL",61 CENTRE STREET,,NANTUCKET,MA,02554,,,,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",1,1,11.66,HR,11.66,HR
C-11158-55011,6-Jul-11,7-Jun-11,DENIED,H-2B,MA,1-Jun-11,20-Dec-11,SANTOS RUBBISH REMOVAL INC.,P.O. BOX 789,8 SQUARE RIGGER ROAD,NANTUCKET,MA,02554,MAYDENE ANNMARIE MASON,NANTUCKET,MA,684.687-022,Collector,537062,"Laborers and Freight, Stock, and Material Movers, Hand",COLLECTOR,8,0,16.97,HR,16.97,HR
C-10349-52280,4-Jan-11,15-Dec-10,CERTIFIED,H-2B,MA,1-Apr-11,28-Oct-11,"EXQUISITE CHOCOLATES, INC. DBA BEN & BILLS CHOCOLA",21 CIRCUIT AVE.,,OAK BLUFFS,MA,02557,MARILYN H. VUKOTA,EDGARTOWN,MA,313.381-034,Ice-Cream Chef,352014,"Cooks, Restaurant",ICE CREAM CHEF,5,5,11.87,HR,11.87,HR
C-11031-53715,22-Feb-11,31-Jan-11,CERTIFIED,H-2B,MA,10-May-11,15-Oct-11,DOUGLAS ISLAND DEVELOPMENT CORP. DBA NANCY'S,29 LAKE AVE,PO BOX 2598,OAK BLUFFS,MA,02557,AMY ELLEN FERREIRA,MASHPEE,MA,313.361-014,Cook,352014,"Cooks, Restaurant",COOK,7,7,9.17,HR,9.17,HR
C-11040-53951,28-Feb-11,9-Feb-11,CERTIFIED,H-2B,MA,15-Apr-11,15-Oct-11,"WESLEY HOTEL, INC.",70 LAKE AVE.  P.O. BOX 2370,,OAK BLUFFS,MA,02557,MARK D. CARCHIDI,YARMOUTH PORT,MA,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",6,6,10.3,HR,10.3,HR
C-10356-52599,28-Dec-10,22-Dec-10,CERTIFIED,H-2B,MA,1-Apr-11,15-Nov-11,"SANKATY HEAD GOLF CLUB, INC. DBA SANKATY HEAD GOLF",100 SANKATY ROAD PO BOX 293,,NANTUCKET,MA,02564,JANE NICHOLS BISHOP,WEST DENNIS,MA,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",5,5,13.4,HR,13.4,HR
