CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_ADDRESS,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
C-08326-42264,2/20/09,11/21/08,DENIED,IL,2/9/09,11/30/09,"COLLEGE LAWN, LLC",P.O. BOX 1572,,DUBUQUE,IA,52004,"MAS LABOR H2B, LLC  ELIZABETH  WHITLEY",650 FRONT STREET,LOVINGSTON,VA,"LABORER, LANDSCAPE",0,7.29,HR,7.29,HR
C-08326-42265,2/12/09,11/21/08,DENIED,UT,1/15/09,11/15/09,VAZQUEZ CONSTRUCTION,991 S. 900 W.,,HEBER,UT,84032,JAMES ALCALA,"ALCALA LAW FIRM, PC.",SALT LAKE CITY,UT,CONSTRUCTION WORKER I,0,6.35,HR,6.55,HR
C-08326-42266,12/19/08,11/21/08,CERTIFIED,TX,1/20/09,11/20/09,"MANN CONTRACTORS, LTD.",160 GABRIEL FARMS DRIVE,,HUTTO,TX,78634,SAM HADDAD ATTORNEY AT LAW,P.O. BOX 5085,AUSTIN,TX,CONSTRUCTION WORKER I,20,8.07,HR,8.25,HR
C-08326-42267,1/13/09,11/21/08,CERTIFIED,NY,3/1/09,12/15/09,HAMPTONS LANDSCAPE DESIGN & BUILD,30 MILTON AVENUE,,SAG HARBOR,NY,11963,U.S. AMERICANS INC,888 BALDWIN DRIVE,WESTBURY,NY,LANDSCAPE GARDENER,3,8.4,HR,340,HR
C-08326-42268,1/9/09,11/21/08,CERTIFIED,TX,2/15/09,12/15/09,LAWNSCAPES OF TEXAS,1229 COUNTY ROAD 420,,SPICEWOOD,TX,78669,,,,,"LABORER, LANDSCAPE",6,6.84,HR,8,HR
C-08326-42269,1/13/09,11/21/08,CERTIFIED,NY,3/1/09,11/20/09,HARTMAN'S BRINEY BREEZES MOTEL,693 OLD MONTAUK HIGHWAY,P.O. BOX 5020,MONTAUK,NY,11954,MELINDA A RUBIN,"1 JACKSON AVE SOUTH, BUILD 1",HAMPTON BAYS,NY,LAUNDRY WORKER I,4,7.9,HR,7.9,HR
C-08326-42270,1/7/09,11/21/08,CERTIFIED,MD,2/16/09,12/15/09,RAMSTED ENTERPRISES,11219 PHILADELPHIA RD,,WHITE MARSH,MD,21162,"AMIGOS LABOR SOLUTIONS, INC","3141 HOOD ST., SUITE 440",DALLAS,TX,"LABORER, LANDSCAPE",9,8.89,HR,8.9,HR
C-08326-42271,1/7/09,11/21/08,PARTIAL CERTIFIED,MD,2/16/08,12/10/09,"L.F. MAHONEY, INC.",PO BOX 3687,,BALTIMORE,MD,21214,"THE LABOR COMPANY, AMANDA WRIGHT",P.O. BOX 1254,AMHERST,VA,CONSTRUCTION WORKER I,16,10.42,HR,11,HR
C-08326-42272,12/22/08,11/21/08,CERTIFIED,TX,2/2/09,12/2/09,FOAM SUPPLIES,590 BENJAMIN WAY,,LEWISVILLE,TX,75057,"MARTINEZ & MARTINEZ, PLLC","109 N. OREGON, STE. 703",EL PASO,TX,CONSTRUCTION WORKER I,1,8.21,HR,12.26,HR
C-08326-42273,1/27/09,11/21/08,CERTIFIED,NY,3/1/09,12/15/09,PALACIOS LANDSCAPING CORP.,P.O. BOX 1996,,AMAGANSETT,NY,11930,"THOMAS T. HECHT, P.C.",1270 AVENUE OF THE AMERICAS,NEW YORK,NY,"LABORER, LANDSCAPE",7,8.4,HR,16.73,HR
C-08326-42274,12/29/08,11/21/08,CERTIFIED,MD,2/10/09,11/30/09,"UNIVERSAL POOL & SPA, INC.",PO BOX 18,14629 OLD HANOVER ROAD,BORING,MD,21020,"MAS LABOR H2B , LLC",ELIZABETH  WHITLEY,LOVINGSTON,VA,SWIMMING POOL SERVICER,12,7.83,HR,7.83,HR
C-08326-42275,1/12/09,11/21/08,PARTIAL CERTIFIED,MT,2/2/09,11/30/09,"OAXACA REFORESTATION, INC.",952 LAWNSDALE RD,,MEDFORD,OR,97504,LAURA CHRISTIANSEN LABOR CONSULTANTS INTERNATIONAL,1810 E SCHNEIDMILLER AVE. SUITE 350,POST FALLS,ID,FOREST WORKER,45,12.7,HR,12.7,HR
C-08326-42276,3/9/09,11/21/08,DENIED,NY,2/15/09,12/15/09,SEVEN STARS CONSTRUCTION INC.,911 OLD MEDFORD AVENUE,,MEDFORD,NY,11763,"MARIO DEMARCO, ESQ.",3275 VETERANS MEMORIAL HIGHWAY,RONKONKOMA,NY,"BRICKLAYER HELPER, FIREBRICK AND REFRACTORY TILE",0,9.26,HR,9.26,HR
C-08326-42277,12/11/08,11/21/08,CERTIFIED,NC,2/2/09,11/1/09,DIAMOND CREEK DEVELOPMENT,25 ROCKROSE/PO BOX 2216,,BANNER ELK,NC,28604,SARAH FARRELL ET AL INTERNATIONAL LABOR MANAGEMENT,PO BOX 630 / 234 CAMERON AVE,VASS,NC,"WAITER/WAITRESS, INFORMAL",10,6.8,HR,6.8,HR
C-08326-42278,1/7/09,11/21/08,CERTIFIED,MD,2/16/09,12/15/09,"NATURAL ART LANDSCAPING, INC.",2601 WEST MEDICAL HALL RD.,,HARFORD COUNTY,MD,21015,"AMIGOS LABOR SOLUTIONS, INC.",3141 HOOD ST.,DALLAS,TX,"LABORER, LANDSCAPE",8,8.89,HR,8.9,HR
C-08326-42279,2/13/09,11/21/08,DENIED,UT,1/2/09,10/31/09,"JD STEEL CO., INC",720 SOUTH MAIN STREET,,PLESANT GROVE,UT,84062,"JAMES ALCALA,","ALCALA LAW FIRM, PC",SALT LAKE CITY,UT,CONSTRUCTION WORKER I,0,9.58,HR,9.58,HR
C-08326-42280,1/13/09,11/21/08,CERTIFIED,PA,3/1/09,12/1/09,JUSTIN BEALL LANDSCAPING,9334 SALTSBURG RD.,,PITTSBURGH,PA,15239,SARAH FARRELL ET AL INTERNATIONAL LABOR MANAGEMENT,PO BOX 630 / 234 CAMERON AVE,VASS,NC,"LABORER, LANDSCAPE",10,8.21,HR,8.25,HR
C-08326-42281,2/13/09,11/21/08,DENIED,UT,1/15/09,11/15/09,"PAINTER LANDSCAPE COMPANY, INC.",13551 SO. ROSE CANYON RD.,,HERRIMAN,UT,84096,"JAMES ALCALA,","ALCALA LAW FIRM, PC",SALT LAKE CITY,UT,"LABORER, LANDSCAPE",0,8.09,HR,8.25,HR
C-08326-42282,1/13/09,11/21/08,CERTIFIED,NY,3/1/09,12/15/09,"J. TORTORELLA SWIMMING POOLS SVC & MAINT., INC.",296 WEST MONTAUK HIGHWAY,,HAMPTON BAYS,NY,11946,MELINDA A RUBIN,"1 JACKSON AVE SOUTH, BUILD 1",HAMPTON BAYS,NY,JANITOR,28,8.43,MTH,8.43,MTH
C-08326-42283,1/20/09,11/21/08,CERTIFIED,MD,2/15/09,11/30/09,WHITE PINE CONSTRUCTION CORPORATION,2730 CEDARHURST ROAD,,FINKSBURG,MD,21048,"KENDRA S. KEMBEL, ESQ.",1300 BENT CREEK BLVD.,MECHANICSBURG,PA,CONSTRUCTION WORKER I,5,10.42,HR,10.42,HR
C-08326-42284,1/27/09,11/21/08,CERTIFIED,UT,1/2/09,10/31/09,"P.L.S., INC.",269 NORTH 1300 EAST,,HEBER,UT,84032,"JAMES ALCALA,","ALCALA LAW FIRM, PC",SALT LAKE CITY,UT,CONSTRUCTION WORKER I,2,6.35,HR,6.55,HR
C-08326-42285,1/7/09,11/21/08,CERTIFIED,MD,2/13/09,12/13/09,"COLUMBIA GROUNDS MANAGEMENT, INC",2020 DANIELS ROAD,PO BOX 2068,ELLICOTT CITY,MD,21043,"MAS LABOR H2B, LLC  ELIZABETH WHITLEY",650 FRONT ST.,LOVINGSTON,VA,"LABORER, LANDSCAPE",22,8.89,HR,8.89,HR
C-08326-42286,2/5/09,11/21/08,DENIED,UT,1/2/09,10/31/09,"SUMMERHAY'S LANDSCAPING & MAINTENANCE, LLC",12068 S. AIDEN RIDGE,,DRAPER,UT,84020,JAMES ALCALA,"ALCALA LAW FIRM, PC",SALT LAKE CITY,UT,"LABORER, LANDSCAPE",0,8.09,HR,8.09,HR
C-08326-42287,1/7/09,11/21/08,CERTIFIED,MD,2/16/09,12/15/09,"CONTINENTAL LANDSCAPING, INC.",889 MAPLE TREE RD.,,SEVERN,MD,21144,"AMIGOS LABOR SOLUTIONS, INC.",3141 HOOD ST.,DALLAS,TX,"LABORER, LANDSCAPE",10,8.89,HR,8.9,HR
C-08326-42288,12/30/08,11/21/08,CERTIFIED,UT,1/15/09,11/15/09,"TANGENT RAILS SERVICES, INC",3325 S. 9200 W.,,MAGNA,UT,84044,"JAMES ALCALA,","ALCALA LAW FIRM, PC",SALT LAKE CITY,UT,MATERIAL HANDLER,8,8.11,HR,8.5,HR
C-08326-42289,1/14/09,11/21/08,PARTIAL CERTIFIED,AR,3/1/09,10/31/09,HOT SPRINGS COUNTRY CLUB,639 SHADY GROVE RD.,,HOT SPRINGS,AR,71901,"AMIGOS LABOR SOLUTIONS, INC.",3141 HOOD ST.,DALLAS,TX,"LABORER, LANDSCAPE",18,8.03,HR,8.05,HR
C-08326-42290,1/7/09,11/21/08,CERTIFIED,MD,2/16/09,12/15/09,"BARTON LANDSCAPE SERVICES, INC.",4265 CHAPEL RD.,,PERRY HALL,MD,21128,"AMIGOS LABOR SOLUTIONS, INC.",3141 HOOD ST.,DALLAS,TX,"LABORER, LANDSCAPE",8,8.89,HR,8.9,HR
C-08326-42291,1/7/09,11/21/08,CERTIFIED,MD,2/16/09,12/16/09,A CHANGE OF SCENERY,1811 WILSON RD.,,WHITE HALL,MD,21167,"AMIGOS LABOR SOLUTIONS, INC.",3141 HOOD ST.,DALLAS,TX,"LABORER, LANDSCAPE",10,8.89,HR,8.9,HR
C-08326-42292,1/7/09,11/21/08,CERTIFIED,MD,2/16/09,12/15/09,"J.D. LAWN SERVICE, INC.",539 CRAIGS CORNER RD.,,HAVRE DE GRACE,MD,21078,"AMIGOS LABOR SOLUTIONS, INC.",3141 HOOD ST.,DALLAS,TX,"LABORER, LANDSCAPE",8,8.89,HR,8.9,HR
C-08326-42293,1/21/09,11/21/08,PARTIAL CERTIFIED,LA,2/1/09,12/1/09,UNITED MILLWORKS,9912 MAMMOTH AVE.,,BATON ROUGE,LA,70814,"THOMPSON LEGAL SERVICES, PC.",11934 COURSEY BLVD. SUITE C.,BATON ROUGE,LA,CARPENTER APPRENTICE,12,6.62,HR,6.62,HR
C-08326-42294,12/30/08,11/21/08,CERTIFIED,LA,2/1/09,12/1/09,"LABOR CONNECTION, LLC",15729 TREASURER AVE.,,BATON ROUGE,LA,70817,,,,,DINING ROOM ATTENDANT,60,6.55,HR,6.55,HR
C-08326-42295,1/23/09,11/21/08,CERTIFIED,IN,2/9/09,11/30/09,"RICCI'S LANDSCAPE MANAGEMENT, INC.",502 NORBEH DRIVE,,HEBRON,IN,46341,"M'ASLABOR H2B,LLC ELIZABETH WHITLEY",650 FRONT ST.,LOVINGSTON,VA,"LABORER, LANDSCAPE",14,7.53,HR,8,HR
C-08326-42296,1/6/09,11/21/08,PARTIAL CERTIFIED,OK,2/15/09,12/15/09,"MORTON CONSTRUCTION, INC.",3521 N. JARDOT,,STILLWATER,OK,74075,,,,,CONSTRUCTION WORKER I,15,7.86,HR,8.16,HR
C-08326-42297,1/6/09,11/21/08,CERTIFIED,OK,2/15/09,12/15/09,KELLEY DESIGN INC.,2834 E. 47TH PLACE,,TULSA,OK,74105,,,,,"LABORER, LANDSCAPE",10,7.61,HR,7.61,HR
C-08326-42298,1/13/09,11/21/08,CERTIFIED,IL,2/16/09,12/15/09,PRO LAWN SERVICE,548 WALNUT HILL ROAD,1925 ESTHER DRIVE,CENTRALIA,IL,62801,"THE LABOR COMPANY, AMANDA WRIGHT",P.O. BOX 1254,AMHERST,VA,"LABORER, LANDSCAPE",8,8.65,HR,8.65,HR
C-08329-42299,1/9/09,11/24/08,CERTIFIED,NC,2/20/09,11/20/09,THE SANDERLING RESORT AND SPA,1461 DUCK ROAD,,DUCK,NC,27949,"MICHAEL X. HARTOLFELIS, ESQ. LOMA USA, INC","40-12 31ST AVE, SUITE1",ASTORIA,NY,HOTEL CLERK,6,8.65,HR,8.65,HR
C-08329-42300,1/13/09,11/24/08,CERTIFIED,NY,3/1/09,12/15/09,NOYAC GOLF CLUB,51 WILDWOOD ROAD,,SAG HARBOR,NY,11963,MELINDA  A  RUBIN,"1 JACKSON AVE SOUTH, BUILD 1",HAMPTON BAYS,NY,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",3,8.46,HR,8.46,HR
C-08329-42301,1/9/09,11/24/08,PARTIAL CERTIFIED,NC,2/20/09,11/20/09,THE SANDERLING RESORT AND SPA,1461 DUCK ROAD,,DUCK,NC,27949,"MICHAEL X. HARTOLFELIS, ESQ. LOMA USA, INC","40-12 31ST AVE, SUITE1",ASTORIA,NY,KITCHEN HELPER,5,6.8,HR,6.8,HR
C-08329-42302,1/20/09,11/24/08,CERTIFIED,MA,2/27/09,10/30/09,EDGARTOWN COMMONS CONDOMINIUM TRUST,20 PEASE POINT WAY,,EDGARTOWN,MA,02539,MARILYN H. VUKOTA,46 MAIN ST.,EDGARTOWN,MA,"CLEANER, HOUSEKEEPING",4,8.76,HR,9,HR
C-08329-42303,1/21/09,11/24/08,CERTIFIED,FL,1/1/09,11/1/09,MONTERREY MEXICAN GRILL INC.,5030 BAYOU BLVD.,,PENSACOLA,FL,32503,VIVIAN TEJO,THE IMMIGRATION CENTERS,FT. WALTON BEACH,FL,COOK,10,8.01,HR,11,HR
C-08329-42304,11/25/08,11/24/08,CERTIFIED,AZ,2/1/09,11/30/09,MENDOZA TRUCKING,611 N. ELM,,CACTUS,TX,79013,JESUS RAUL LEON/ SUAME CORP,1122 BUCKEYE RD.,PHOENIX,AZ,TRUCK DRIVER HELPER,7,13.52,HR,13.52,HR
C-08329-42305,1/12/09,11/24/08,CERTIFIED,MA,3/1/09,11/15/09,HARBORSIDE INN CONDO TRUST,P.O. BOX 67,3 SOUTH WATER STREET,EDGARTOWN,MA,02539,,,,,"CLEANER, HOUSEKEEPING",25,8.76,HR,10,HR
C-08329-42306,1/9/09,11/24/08,PARTIAL CERTIFIED,MO,2/1/09,11/30/09,PASSIGLIAS'S NURSERY AND GARDEN CENTER,1855 HIGHWAY 109,,WILDWOOD,MO,63038,"ALS, INC.",169 BURT RD.,LEXINGTON,KY,"LABORER, LANDSCAPE",15,8.65,HR,8.65,HR
C-08329-42307,1/22/09,11/24/08,PARTIAL CERTIFIED,NC,3/2/09,12/31/09,CAPT CHARLIE'S SEAFOOD INC,508 NORTH ROAD ST,PO BOX 169,COLUMBIA,NC,27925,,,,,CRAB MEAT PROCESSOR,150,7.38,HR,7.38,HR
C-08329-42308,1/28/09,11/24/08,CERTIFIED,NH,2/1/09,11/1/09,THE NASWA RESORT,1086 WEIRS BLVD.,,LACONIA,NH,03246,"LINDA M KELLY & ASSOCIATES, LLC",14 STEVENS AVENUE,MEREDITH,NH,HOTEL CLERK,6,7.91,HR,7.91,HR
C-08329-42309,2/19/09,11/24/08,DENIED,IL,2/15/09,12/15/09,D A HOERR & SONS INC,8020 N. SHADETREE DR.,,PEORIA,IL,61615,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",0,7.75,HR,7.75,HR
C-08329-42310,1/7/09,11/24/08,CERTIFIED,SC,2/16/09,11/30/09,HILTON OCEANFRONT RESORT-HILTON HEAD ISLAND,P.O. BOX 6165,,HILTON HEAD ISLAND,SC,29938,,,,,COOK,12,8.51,HR,8.51,HR
C-08329-42311,1/15/09,11/24/08,CERTIFIED,AL,2/1/09,12/1/09,"CHAVERO REINFORCING, LLC.",327  LAUREL WOODS LANE,,HELENA,AL,35080,"THOMPSON LEGAL SERVICES, PC.","11934 COURSEY BLVD., SUITE C",BATON ROUGE,LA,REINFORCING METAL WORKER,22,11.31,HR,11.31,HR
C-08329-42312,1/9/09,11/24/08,PARTIAL CERTIFIED,NC,2/20/09,11/20/09,THE SANDERLING RESORT AND SPA,1461 DUCK ROAD,,DUCK,NC,27949,"MICHAEL X. HARTOLFELIS, ESQ. LOMA USA, INC.","40-12 31ST AVE, SUITE 1",ASTORIA,NY,BELLHOP,3,6.71,HR,6.71,HR
C-08329-42313,1/13/09,11/24/08,PARTIAL CERTIFIED,NE,3/1/09,11/30/09,"LANDSCAPES UNLIMITED, LLC",1201 ARIES DRIVE,,LINCOLN,NE,68512,GRACE S. KAN,"KAN LAW, P.C.",IRVING,TX,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",20,8.73,HR,8.73,HR
C-08329-42314,1/16/09,11/24/08,PARTIAL CERTIFIED,OR,2/16/09,10/30/09,"C&H REFORESTERS, INC",306 N. MAIN STREET,PO BOX 369,FALLS CITY,OR,97344,DAVID HATTON,P.O.BOX 282,FERNDALE,WA,FOREST WORKER,45,9.15,HR,10,HR
C-08329-42315,1/21/09,11/24/08,CERTIFIED,NE,3/1/09,11/30/09,"LANDSCAPES UNLIMITED, LLC",1201 ARIES DRIVE,,LINCOLN,NE,68512,GRACE S. KAN,"KAN LAW, P.C.",IRVING,TX,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",40,8.73,HR,8.73,HR
C-08329-42316,1/9/09,11/24/08,PARTIAL CERTIFIED,SC,2/16/09,11/30/09,HILTON OCEANFRONT RESORT-HILTON HEAD ISLAND,23 OCEAN LANE,P.O. BOX 6165,HILTON HEAD ISLAND,SC,29928,,,,,KITCHEN HELPER,12,6.44,HR,7.5,HR
C-08329-42317,1/13/09,11/24/08,CERTIFIED,NE,3/1/09,11/30/09,"LANDSCAPES UNLIMITED, LLC",1201 ARIES DRIVE,,LINCOLN,NE,68512,GRACE S. KAN,"KAN LAW, P.C.",IRVING,TX,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",20,6.92,HR,6.92,HR
C-08329-42318,1/14/09,11/24/08,PARTIAL CERTIFIED,NE,3/1/09,11/30/09,"LANDSCAPES UNLIMITED, LLC",1201 ARIES DRIVE,,LINCOLN,NE,68502,GRACE S. KAN,"KAN LAW, P.C.",IRVING,TX,"LABORER, LANDSCAPE",20,8.46,HR,8.46,HR
C-08329-42319,1/9/09,11/24/08,PARTIAL CERTIFIED,NC,2/20/09,11/20/09,THE SANDERLING RESORT AND SPA,1461 DUCK ROAD,,DUCK,NC,27949,"MICHAEL X. HARTOLFELIS, ESQ. LOMA USA, INC.","40-12 31ST AVE, SUITE 1",ASTORIA,NY,"WAITER/WAITRESS, BAR",7,6.79,HR,6.79,HR
C-08329-42320,1/12/09,11/24/08,CERTIFIED,PA,2/16/09,11/30/09,WOODLOCH PINES,RR1 PO BOX 280,,HAWLEY,PA,18428,INTERNATIONAL LABOR MANAGEMENT,SARAH E. FARRELL ET. AL,VASS,NC,"CLEANER, HOUSEKEEPING",10,7.15,HR,7.52,HR
C-08329-42321,12/3/08,11/24/08,PARTIAL CERTIFIED,NJ,2/1/09,12/1/09,"RUTGERS PAINTING, INC.",863 VALLEY STREET,,VAUXHALL,NJ,07088,"LUISA RAMIREZ      H-2B LABOR SOLUTIONS, LLC",57 STILES LN,PINE BROOK,NJ,CONSTRUCTION WORKER I,100,12.55,HR,12.55,HR
C-08329-42322,12/1/08,11/24/08,CERTIFIED,AZ,1/1/09,10/31/09,TOTAL CARE TREE SERVICE,244 S CASCADA CIRCLE,,LITCHFIELD PARK,AZ,85340,JESUS RAUL LEON / SUAME CORP.,1122 E. BUCKEYE RD B8,PHOENIX,AZ,"LABORER, LANDSCAPE",5,7.93,HR,8,HR
C-08329-42323,12/11/08,11/24/08,PARTIAL CERTIFIED,NJ,2/3/09,11/30/09,THE BRICKMAN GROUP LTD.,18227-D FLOWER HILL WAY,,GAITHERSBURG,MD,20879,,,,,"LABORER, LANDSCAPE",35,8.78,HR,8.78,HR
C-08329-42324,1/22/09,11/24/08,PARTIAL CERTIFIED,NC,2/20/09,11/20/09,THE SANDERLING RESORT AND SPA,1461 DUCK ROAD,,DUCK,NC,27949,"MICHAEL X. HARTOLFELIS, ESQ. LOMA USA, INC.","40-12 31ST AVE, SUITE 1",ASTORIA,NY,"CLEANER, HOUSEKEEPING",9,6.81,HR,6.81,HR
C-08329-42325,12/16/08,11/24/08,PARTIAL CERTIFIED,NJ,2/3/09,11/30/09,THE BRICKMAN GROUP LTD.,18227-D FLOWER HILL WAY,,GAITHERSBURG,MD,20879,,,,,"LABORER, LANDSCAPE",40,9.19,HR,9.19,HR
C-08329-42326,1/14/09,11/24/08,PARTIAL CERTIFIED,SC,2/16/09,11/30/09,HILTON OCEANFRONT RESORT-HILTON HEAD ISLAND,P.O. BOX 6165,,HILTON HEAD ISLAND,SC,29928,,,,,"CLEANER, HOUSEKEEPING",35,6.4,HR,8.5,HR
C-08329-42327,1/7/09,11/24/08,CERTIFIED,IL,2/15/09,11/30/09,LANDSCAPE HORTICULTURAL SERVICES,6606 PRESS RD.,,FREEBURG,IL,62243,"AMIGOS LABOR SOLUTIONS, INC.",3141 HOOD ST.,DALLAS,TX,"LABORER, LANDSCAPE",12,7.93,HR,8.66,HR
C-08329-42328,2/5/09,11/24/08,DENIED,NC,3/2/09,12/31/09,CAPT. NEILL'S SEAFOOD. INC.,508 NORTH ROAD ST PO BOX 164,,COLUMBIA,NC,27925,,,,,MEAT CUTTER,0,7.38,HR,7.38,HR
C-08329-42329,2/3/09,11/24/08,PARTIAL CERTIFIED,PA,3/15/09,12/15/09,MORGAN FOODS INC. #063 PINECREEK,9797 MCKNIGHT ROAD,,PITTSBURGH,PA,15237,DOROTHY NICHOLSON WALKER'S CONSULTING INC.,"1 CROSS ISLAND PLAZA, SUITE108A",ROSEDALE,NY,DINING ROOM ATTENDANT,25,7.15,HR,9,HR
C-08329-42330,1/21/09,11/24/08,CERTIFIED,NE,3/1/09,11/30/09,"LANDSCAPES UNLIMITED, LLC",1201 ARIES DRIVE,,LINCOLN,NE,69201,GRACE S. KAN,"KAN LAW, P.C.,",IRVING,TX,"LABORER, LANDSCAPE",40,6.92,HR,6.92,HR
C-08329-42331,1/9/09,11/24/08,CERTIFIED,IL,2/15/09,12/15/09,SLOANE'S LANDSCAPING,16849 S CICERO AVE,,TINLEY PARK,IL,60477,SARAH FARRELL ET AL INTERNATIONAL LABOR MANAGEMENT,PO BOX 630 / 234 CAMERON AVE,VASS,NC,"LABORER, LANDSCAPE",20,8.53,HR,8.53,HR
C-08329-42332,1/9/09,11/24/08,CERTIFIED,PA,2/16/09,12/15/09,"PALMER NURSERY, INC.",2210 CORRIERE RD.,,EASTON,PA,18045,"LUISA RAMIREZ      H-2B LABOR SOLUTIONS, LLC",57 STILES LN,PINE BROOK,NJ,HORTICULTURAL WORKER II,7,8.63,HR,9.5,HR
C-08329-42333,1/12/09,11/24/08,CERTIFIED,MI,3/1/09,11/15/09,"MACKINAC ISLAND LABOR SERVICE, INC.",P.O. BOX 495,,MACKINAC ISLAND,MI,49757,"TIMOTHY J. O'LEARY TIMOTHY J. O'LEARY,  ATTORNEY A","1101 17TH STREET, NW, SUITE 201",WASHINGTON,DC,CASHIER II,12,7.4,HR,7.4,HR
C-08329-42334,2/10/09,11/24/08,PARTIAL CERTIFIED,MI,3/1/09,11/1/09,MACKINAC ISLAND CARRIAGE TOURS,100 MARKET STREET,P.O.BOX 400,MACKINAC ISLAND,MI,49757,MOLLY L. CHAN,P.O. BOX 27534,LANSING,MI,STABLE ATTENDANT,70,7.4,HR,7.4,HR
C-08329-42335,1/14/09,11/24/08,PARTIAL CERTIFIED,NC,2/2/09,12/1/09,GREENSCAPE INC.,PO BOX 97,2416 BROAD ST.,HOLLY SPRINGS,NC,27540,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",50,8.12,HR,8.12,HR
C-08329-42336,1/21/09,11/24/08,CERTIFIED,MA,3/1/09,11/1/09,SUPERIOR EMPLOYMENT SERVICES,300 2ND STREET,,ST. IGNACE,MI,49781,MOLLY L. CHAN,P.O. BOX 27534,LANSING,MI,COOK,10,7.48,HR,7.48,HR
C-08329-42337,1/12/09,11/24/08,CERTIFIED,MI,3/1/09,12/1/09,"D.J.'S LAWN SERVICE, INC.",4720 52ND ST. SE.,,GRAND RAPIDS,MI,49512,,,,,"LABORER, LANDSCAPE",40,8.37,HR,8.37,HR
C-08329-42338,1/13/09,11/24/08,CERTIFIED,PA,3/1/09,11/30/09,DAVIS LANDSCAPING,2340 PAXTON CHURCH ROAD,,HARRISBURG,PA,17110,SARAH FARRELL ET AL INTERNATIONAL LABOR MANAGEMENT,PO BOX 630 / 234 CAMERON AVE,VASS,NC,"LABORER, LANDSCAPE",40,8.59,HR,8.59,HR
C-08329-42339,1/12/09,11/24/08,PARTIAL CERTIFIED,MI,3/1/09,11/15/09,"MACKINAC ISLAND LABOR SERVICE, INC.",P.O. BOX 495,,MACKINAC ISLAND,MI,49757,"TIMOTHY J. O'LEARY TIMOTHY J. O'LEARY,  ATTORNEY A","1101 17TH STREET, NW, SUITE 201",WASHINGTON,DC,COOK,16,7.48,HR,7.48,HR
C-08329-42340,1/12/09,11/24/08,CERTIFIED,NY,2/16/09,12/1/09,WAYSIDE GARDEN CENTER INC,124 PITTSFORD PALMYRA RD,,MACEDON,NY,14502,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",22,8.24,HR,8.24,HR
C-08329-42342,1/7/09,11/24/08,CERTIFIED,SC,2/16/09,11/30/09,HILTON OCEANFRONT RESORT-HILTON HEAD ISLAND,P.O. BOX 6165,,HILTON HEAD ISLAND,SC,29938,,,,,BELLHOP,5,6.59,HR,6.59,HR
C-08329-42343,12/29/08,11/24/08,PARTIAL CERTIFIED,TX,2/2/09,12/1/09,"GALVOTEC ALLOYS, INC.",6712 SOUTH 36TH STREET,,MCALLEN,TX,78503,MEHRON P. AZARMEHR,AZARMEHER & ASSOCIATES,AUSTIN,TX,PRODUCTION HELPER,30,6.55,HR,6.85,HR
C-08329-42344,1/15/09,11/24/08,PARTIAL CERTIFIED,TX,2/16/09,12/15/09,"BONICK LANDSCAPING, INC.",9810 BROCKBANK DR,,DALLAS,TX,75220,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD ST., SUITE 440",DALLAS,TX,"LABORER, LANDSCAPE",10,7.67,HR,7.72,HR
C-08329-42345,12/1/08,11/24/08,CERTIFIED,NJ,1/10/09,11/10/09,ASHLEY'S SOCCER CAMP,14 DEPOT SQUARE,,MONTCLAIR,NJ,07042,,,,,HEAD COACH,30,7.78,HR,25,HR
C-08329-42347,1/7/09,11/24/08,CERTIFIED,MO,2/15/09,12/14/09,"SKY'S UNLIMITED, INC D/B/A LANDSCAPES AWARDED",2979 STATE HWY  EE,,HIGHLANDVILLE,MO,65669,DENNY L. LYNES OR LORI L. WHITTEN,ACTION VISA ASSISTANCE,WYLIE,TX,"LABORER, LANDSCAPE",22,7.81,HR,7.81,HR
