CASE_NUMBER,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVIALING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
C-12256-59770,10/9/12,9/12/12,DENIED,H-2B,TX,11/5/12,9/1/13,ALTER AND SON GENERAL ENGINEERING,3763 CARSON ROAD,,CAMINO,CA,95709,NICOLE NEWTON / LABOR CONSULTANTS INTERNATIONAL,COEUR D'ALENE,ID,49-9052,Telecommunications Line Installers and Repairers,LINE INSTALLER REPAIRER,0,22.41,HR,22.41,HR
C-12278-59887,10/10/12,10/4/12,Certified,H-2B,AK,1/10/13,4/30/13,TRIDENT SEAFOODS CORPORATION,5303 SHILSHOLE AVENUE NW,,SEATTLE,WA,98107,JACQUELINE ANNE WOOD,BAINBRIDGE ISLAND,WA,45-2041,"Graders and Sorters, Agricultural Products",FISH ROE TECHNICIAN,4,19.6,HR,19.6,HR
C-12278-59889,10/10/12,10/4/12,Certified,H-2B,AK,1/10/13,6/1/13,TRIDENT SEAFOODS CORPORATION,5303 SHILSHOLE AVENUE NW,,SEATTLE,WA,98107,JACQUELINE ANNE WOOD/ LAW OFFICES OF JACQUELINE A.,BAINBRIDGE ISLAND,WA,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",SLICING MACHINE OPERATOR,7,22.25,HR,22.25,HR
C-12261-59786,10/10/12,9/17/12,Certified,H-2B,FL,11/20/12,4/1/13,SOUTHEAST THOROUGHBRED RACING LLC,11 MANNING COVE RD.,,MALTA,NY,12020,"RON KATIRAEI, ESQ/LAW OFFICES OF RON KATIERAEI",NEW YORK,NY,39-2021,Nonfarm Animal Caretakers,ANIMAL CARETAKER,26,9.5,HR,9.5,HR
C-12263-59803,10/10/12,9/19/12,Partial Certified,H-2B,GA,11/1/12,4/30/13,"GREEN MOUNTAIN FORESTRY, LLC",1087 BUCKNER ROAD,,RINGGOLD,GA,30735,STEPHEN WARD / LABOR CONSULTANTS INTERNATIONAL,COEUR D'ALENE,ID,45-4011,Forest and Conservation Workers,TREE PLANTER,41,9.6,HR,9.6,HR
C-12278-59885,10/10/12,10/4/12,Certified,H-2B,WA,1/15/13,11/15/13,ISLAND GARDENS COMPANY,PO BOX 1445,,FRIDAY HARBOR,WA,98250,"ELIZABETH D. WHITLEY/MASLABOR H-2B, LLC",LOVINGSTON,VA,37-3011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",10,10.16,HR,10.16,HR
C-12279-59892,10/10/12,10/5/12,Certified,H-2B,AK,1/10/13,4/30/13,"ARCTIC STORM, INC","2727 ALASKAN WAY, PIER 69",,SEATTLE,WA,98121,JACQUELINE ANNE WOOD/LAW OFFICES OF JACQUELINE A.,BAINBRIDGE ISLAND,WA,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",BATCH MAKER,2,22,HR,22,HR
C-12279-59899,10/10/12,10/5/12,Certified,H-2B,AL,1/1/13,10/31/13,TRES RANCHEROS INC.,7962 MOFFETT RD.,,SEMMES,AL,36575,LINDA PEREZ / DATA PROCESSING SPECIALIST INC.,BROWNSVILLE,TX,35-2014,"Cooks, Restaurant",COOK,10,8.37,HR,8.37,HR
C-12278-59890,10/10/12,10/4/12,Certified,H-2B,CO,11/1/12,5/7/13,"CRYSTAL HOLIDAYS, INC.",PO BOX 605,,BRECKENRIDGE,CO,80424,"CRAIG DAVID MCDOUGAL/WILLIAM VELIE, ATTORNEYS AT L",NORMAN,OK,43-9061,"Office Clerks, General","CLERK, GENERAL",4,8.48,HR,8.48,HR
C-12243-59693,10/10/12,8/30/12,DENIED,H-2B,TX,10/1/12,5/1/13,CASPER,8414 COOLIDGE,,HOUSTON,TX,77012,CARMEN LOPEZ / O.P.I.,BROWNSVILLE,TX,45-3011,Fishers and Related Fishing Workers,"DECKHAND, FISHING VESSEL",0,11.17,HR,11.17,HR
C-12244-59701,10/10/12,8/31/12,DENIED,H-2B,FL,10/1/12,8/1/13,"PALMETTO CONSTRUCTION, INC.",11786 LAKE CHARLES HIGHWAY,,LEESVILLE,LA,71446,MICHAEL W. GAHAGAN / THE IMMIRGARTION LAW FIRM OF,METAIRIE,LA,51-4121,"Welders, Cutters, Solderers and Brazers","WELDER, COMBINATION",0,14.43,HR,14.43,HR
C-12279-59900,10/11/12,10/5/12,Certified,H-2B,WY,12/1/12,9/30/13,"ELK COUNTRY MOTELS, INC.",43 WEST PEARL,P.O. BOX 575,JACKSON,WY,83001,"JOEL V. ANDERSON/ ANDERSON & ASSOCIATES, P.C.",AURORA,CO,37-1011,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,HOUSEKEEPER,13,8.22,HR,8.22,HR
C-12275-59864,10/11/12,10/1/12,Certified,H-2B,OR,12/10/12,6/14/13,"L & B REFORESTATION, INC.",24745 ALSEA HWY,PO BOX 1599,PHILOMATH,OR,97370,,,,45-4011,Forest and Conservation Workers,FOREST WORKER,29,9,HR,9,HR
C-12275-59863,10/11/12,10/1/12,Certified,H-2B,OR,12/10/12,6/14/13,"L & B REFORESTATION, INC.",24745 ALSEA HWY,PO BOX 1599,PHILOMATH,OR,97370,,,,45-4011,Forest and Conservation Workers,TREE PLANTER,39,9,HR,9,HR
C-12283-59909,10/11/12,10/9/12,Partial Certified,H-2B,CO,11/15/12,4/25/13,"MOUNTAIN RESORTS, LLC","2150 RESORT DRIVE, SUITE 100",,STEAMBOAT SPRINGS,CO,80487,,,,51-6011,Laundry and Dry-Cleaning Workers,LAUNDRY WORKER I,24,10.5,HR,10.5,HR
C-12283-59908,10/11/12,10/9/12,Certified,H-2B,FL,12/1/12,5/31/13,"THE OLD COLLIER GOLF CLUB, INC.",790 MAIN HOUSE DRIVE,,HAPLES,FL,34110,"JENNIFER HOLT ESTRELLA/ FRAGOMEN, DEL REY, BERNSEN",CORAL GABLES,FL,39-3091,Amusement and Recreation Attendants,GOLF RANGE ATTENDANT,8,10.03,HR,10.03,HR
C-12283-59904,10/11/12,10/9/12,Certified,H-2B,MS,11/15/12,8/31/13,"SHARP FORESTRY, INC.",734 SCHAEFFER CHAPPEL RD.,,COLUMBUS,MS,39701,SAYDE MARISOL LEONEL DE CERVANTES/INFINITY LABOR S,BUDA,TX,37-3013,Tree Trimmers and Pruners,TREE PRUNER,25,10.81,HR,10.81,HR
C-12283-59913,10/11/12,10/9/12,Partial Certified,H-2B,CO,11/26/12,3/29/13,TELLURIDE GARDENS & MAINTENANCE,795 COUNTY ROAD 45X,,NORWOOD,CO,81435,NICOLE NEWTON/ LABOR CONSLULTANTS INTERNATIONAL,COEUR D'ALENE,ID,51-9198,Helpers--Production Workers,SNOW SHOVELER,14,9.79,HR,9.79,HR
C-12283-59915,10/11/12,10/9/12,Certified,H-2B,ND,10/1/12,4/1/13,"DESIGN MFG, INC.",11128 88TH STREET SE,PO BOX 267,OAKES,ND,58474,"KEVIN M. OPP/EMPLOYMENT USA, LLC",ABERDEEN,SD,51-4199,"Metal Workers and Plastic Workers, All Other","LABORER, GENERAL",2,13.24,HR,13.24,HR
C-12283-59907,10/11/12,10/9/12,Certified,H-2B,CO,11/15/12,4/23/13,ASPEN SKIING COMPANY,117 ASPEN AIRPORT BUSINESS CTR,,ASPEN,CO,81611,JOCELYN CHRISTINE CAMPANARO/OGLETREE DEAKINS,DENVER,CO,39-9032,Recreation Workers,RECREATION LEADER,2,11.58,HR,11.58,HR
C-12283-59903,10/11/12,10/9/12,Partial Certified,H-2B,AR,12/17/12,5/15/13,MC HENRY FORESTRY,RT. 1 BOX 830,,BROKEN BOW,OK,74728,NICOLE NEWTON / LABOR CONSULTANTS INTERNATIONAL,COEUR D'ALENE,ID,45-4011,Forest and Conservation Workers,TREE PLANTER,32,10.32,HR,10.32,HR
C-12283-59910,10/11/12,10/9/12,Certified,H-2B,CO,11/1/12,4/23/13,ASPEN SKIING COMPANY DBA FULL-SERVICE SKI RESORTS,117 ASPEN AIRPORT BUSINESS CTR,,ASPEN,CO,81611,JOCELYN CHRISTINE CAMPANARO/ OGLETREE DEAKINS,DENVER,CO,39-3091,Amusement and Recreation Attendants,SKI TOW OPERATOR,4,14.31,HR,14.31,HR
C-12283-59906,10/11/12,10/9/12,Certified,H-2B,NV,1/15/12,10/15/12,ISLAND NURSERY SUPPLIES INC,1480 SPEONK RIVERHEAD ROAD,P.O. BOX 152,SPEONK,NY,11972,MELINDA A RUBIN / MELINDA A RUBIN PC,HAMPTON BAYS,NY,53-7063,Machine Feeders and Offbearers,PRODUCTION HELPER,5,8.47,HR,8.47,HR
C-12275-59869,10/12/12,10/1/12,Certified,H-2B,AZ,10/30/12,5/20/13,TWB TRAINING,5820 S DYSART RD,,PHOENIX,AZ,85323,CHARLES JAN THURGOOD / CORPORATE & EMPLOYEE SERVIC,TEMPE,AZ,39-2021,Nonfarm Animal Caretakers,ANIMAL CARETAKER,4,9.24,HR,9.24,HR
C-12277-59881,10/12/12,10/3/12,Certified,H-2B,CO,11/1/12,4/30/13,GROUP 970 DBA VAIL CHOPHOUSE/BLUE MOOSE,P.O. BOX 5549,63 AVONDALE LANE UNIT C-1,AVON,CO,81620,AMY JILL NOVAK/ NOVALK LAW OFFICE,AVON,CO,35-2013,"Cooks, Private Household",COOK,15,11.74,HR,11.74,HR
C-12272-59850,10/12/12,9/28/12,Certified,H-2B,TX,1/1/13,10/31/13,ELILACON COMPANY INC.,3159 CALLE MARAVILLOSA,,BROWNSVILLE,TX,78526,LINDA PEREZ / DATA PROCESS SPECIALISTS INC.,BROWNSVILLE,TX,47-2171,Reinforcing Iron and Rebar Workers,REINFORCING METAL WORKER,60,9.59,HR,9.59,HR
C-12269-59830,10/12/12,9/25/12,Certified,H-2B,CA,9/17/12,7/17/13,VICTORIA T. WARMINGTON,328 BUENA VISTA,,BALBOA,CA,92661,"VERONICA TREJO/HILL & PIIBE, IMMIGRATION ATTORNEYS",LOS ANGELES,CA,39-2011,Animal Trainers,HORSE TRAINER,1,600,WK,600,WK
C-12284-59918,10/12/12,10/10/12,Certified,H-2B,PA,12/21/12,9/1/13,"BARGEE FARMS, INC.",472 CEDAR RUN ROAD,,ALLISON PARK,PA,15101,"SHAWN FRANCIS FRIESTAD/FRIESTAD LAW FIRM, APC",SAN DIEGO,CA,39-2021,Nonfarm Animal Caretakers,ANIMAL CARETAKER,3,9.05,HR,9.05,HR
C-12284-59921,10/12/12,10/10/12,Certified,H-2B,MA,1/1/13,10/31/13,BERGIES SEAFOOD INC.,8 HASSEY ST,,NEW BEDFORD,MA,02740,"LINDA PEREZ/DATA PROCESSING SPECIALISTS, INC.",BROWNSVILLE,TX,53-7063,Machine Feeders and Offbearers,PRODUCTION HELPER,5,11.06,HR,11.06,HR
C-12285-59925,10/15/12,10/11/12,Certified,H-2B,TX,1/13/13,11/11/13,"TALLEY AMUSEMENTS, INC.",700 SINGING QUAIL TRAIL,,HASLET,TX,76101,"JAMES KENDRICK JUDKINS/ JKJ WORKFORCE AGENCY, INC.",RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,60,319.2,WK,319.2,WK
C-12285-59926,10/15/12,10/11/12,Certified,H-2B,CA,1/2/13,10/31/13,"WEST COAST CONCESSIONS FAIRS, INC. DBA BIG BUBBA'S",115 FAIRVIEW LANE,,PASO ROBLES,CA,93446,"JAMES K. JUDKINS / JKJ WORKFORCE AGENCY, INC.",RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,40,8.22,HR,8.22,HR
C-12270-59836,10/15/12,9/26/12,Partial Certified,H-2B,VA,12/1/12,3/31/13,"ALPHA SERVICES, LLC",1141 N. 3RD ST,,COEUR D'ALENE,ID,83814,NICOLE NEWTON/LABOR CONSULTANTS INTERNATIONAL,COEUR D'ALENE,ID,45-4011,Forest and Conservation Workers,FOREST WORKER,299,11.33,HR,11.33,HR
C-12264-59811,10/15/12,9/20/12,Partial Certified,H-2B,SC,12/17/12,7/15/13,"PINE NEEDLE EXPRESS, LLC",523 PAUL HURST ROAD,,PAGELAND,SC,29728,"PATRICIA M. HALL/AGWORKS H2, LLC",LAKE PARK,GA,45-4011,Forest and Conservation Workers,FOREST PRODUCTS GATHERER,16,9.72,HR,9.72,HR
C-12285-59933,10/15/12,10/11/12,Certified,H-2B,KY,1/1/13,9/30/13,STERLING EQUESTRAIN LLC,1451 WALNUT HILL ROAD,,LEXINGTON,KY,40515,JOHN GISMONDI,WESTBURY,NY,39-2021,Nonfarm Animal Caretakers,STABLE ATTENDANT,1,8.25,HR,8.25,HR
C-12276-59877,10/16/12,10/2/12,Partial Certified,H-2B,FL,11/1/12,8/30/13,FLORDIA HOSPITALITY MANAGEMENT LLC,5281 BAYWATER DRIVE,P.O. BOX 262876,TAMPA,FL,33615,MICHELE MCCARTHY/ HEM INTERNATIONAL SERVICES,JAMAICA,NY,37-2012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",15,8.14,HR,8.14,HR
C-12276-59875,10/16/12,10/2/12,Partial Certified,H-2B,FL,11/1/12,8/30/13,FLORIDA HOSPITALITY MANAGEMENT LLC DBA FLORIDA HOS,5281 BAYWATER DRIVE,P.O. BOX 262876,TAMPA,FL,33615,MICHELE MCCARTHY/HEM INTERNATIONAL SERVICES,JAMAICA,NY,37-1011,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,HOUSEKEEPER,83,8.19,HR,8.19,HR
C-12286-59938,10/16/12,10/12/12,Certified,H-2B,LA,1/1/13,10/31/13,GALLEGOS CORPORATION,2201 LAPALCO BLVD.,,HARVEY,LA,70058,"LINDA PEREZ/DATA PROCESSING SPECIALISTS, INC.",BROWNSVILLE,TX,35-2021,Food Preparation Workers,"FOOD ASSEMBLER, KITCHEN",10,9,HR,9,HR
C-12271-59844,10/16/12,9/27/12,DENIED,H-2B,NC,9/26/12,7/16/13,SEASHORE BUILDERS INC,5930 NC HIGHWAY 50,,MAPLE HILL,NC,28454,DAVID NORMAN DONALDSON/USAMEX LTD CO.,BALD KNOB,AR,47-2031,Carpenters,CARPENTER,0,,,,
C-12268-59827,10/16/12,9/24/12,DENIED,H-2B,MI,4/25/12,12/20/12,"TRAVIS CONTRACTORS, LLC",43985 SETTLERS CREEK CT,,NOVI,MI,48375,,,,53-7063,Machine Feeders and Offbearers,"LABORER, GENERAL",0,11.67,HR,11.67,HR
C-12276-59874,10/16/12,10/2/12,Partial Certified,H-2B,FL,11/1/12,8/30/13,FLORIDA HOSPITALITY MANAGEMENT LLC,5281 BAYWATER DRIVE,P.O. BOX 262876,TAMPA,FL,33615,MICHELE MCCARTHY/HEM INTERNATIONAL SERVICES,JAMAICA,NY,37-1011,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,HOUSEKEEPER,24,8.14,HR,8.14,HR
C-12268-59821,10/16/12,9/24/12,DENIED,H-2B,TX,10/1/12,9/30/13,"TEXAS LONE STAR PAVEMENT SERVICES, INC. DBA LONE S",607 MCDANIEL DR.,,MAGNOLIA,TX,77354,,,,53-7063,Machine Feeders and Offbearers,"LABORER, GENERAL",0,11,HR,11,HR
C-12268-59828,10/16/12,9/24/12,DENIED,H-2B,ME,9/1/12,8/31/13,MAINE CENTRAL INSTITUTE,295 MAIN STREET,,PITTSFIELD,ME,04967,,,,25-2031,"Secondary School Teachers, Except Special and Vocational Education","TEACHER, SECONDARY SCHOOL",0,29900,MTH,29900,MTH
C-12270-59840,10/16/12,9/26/12,DENIED,H-2B,CT,10/1/12,8/31/16,LISA A. GUERRERA,8 ALLEN COURT,,NORWALK,CT,06851,,,,39-9011,Child Care Workers,CHILD MONITOR,0,10,HR,10,HR
C-12265-59816,10/16/12,9/21/12,DENIED,H-2B,IL,7/31/12,6/30/15,SUZANNE KOENIG,2415 WEST PENSACOLA AVE.,,CHICAGO,IL,60618,"CHARLES H. CUI / IMMIGRATION LAWYERS, P.C.",CHICAGO,IL,39-9011,Child Care Workers,CHILD MONITOR,0,12,HR,12,HR
C-12270-59833,10/16/12,9/26/12,DENIED,H-2B,AL,11/4/12,7/31/13,GILBERTO TREJO,17830 HIGHWAY 140,,ELROD,AL,35458,SAYDE M. LEONEL DE CERVANTES / INFINITY LABOR SOUR,BUDA,TX,45-4011,Forest and Conservation Workers,TREE PLANTER,0,8.59,HR,8.59,HR
C-12268-59825,10/16/12,9/24/12,DENIED,H-2B,KS,10/1/12,9/30/15,MICHAEL MCFALL FAMILY DBA DOING BUSINESS AS: CHILD,"1429 LARAMINE STREET, APT. 18",,MANHATTAN,KS,66502,,,,39-9011,Child Care Workers,CHILD MONITOR,0,8.73,HR,8.73,HR
C-12271-59847,10/16/12,9/27/12,DENIED,H-2B,NC,9/26/12,7/16/13,SEASHORE BUILDERS INC,208 NELSON PARK ROAD,"5930 NC HIGHWAY 50 MAPLE HILL, NC 28454",MAPLE HILL,NC,28454,DAVID NORMAN DONALDSON/USAMEX LTD CO.,BALD KNOB,AR,47-2031,Carpenters,CARPENTER,0,18.83,HR,18.83,HR
C-12269-59829,10/16/12,9/25/12,DENIED,H-2B,AR,10/1/12,3/3/14,"PRECISION RATHOLE, INC.",3302 NORTH 18TH ST.,,OZARK,AR,72949,"TERESA ANN COLE/ PRECISION RATHOLE, INC.",OZARK,AR,51-1011,First-Line Supervisors/Managers of Production and Operating Workers,SHELL SHOP SUPERVISOR,0,10,HR,10,HR
C-12283-59905,10/16/12,10/9/12,Certified,H-2B,KY,1/20/13,11/20/13,"BROOKDALE FARM, LLC",PO BOX 408,,VERSAILLES,KY,40383,LAURA ELIZABETH CONLEY MORGAN/CONLEY-MORGAN LAW GR,LEXINGTON,KY,39-2021,Nonfarm Animal Caretakers,ANIMAL CARETAKER,6,8.23,HR,8.23,HR
C-12272-59862,10/16/12,9/28/12,DENIED,H-2B,TX,11/15/12,7/15/13,AA WELDERS & FABRICATORS,811 SOUTH COMMERCIAL,,ARANSAS PASS,TX,78336,"HEATHER MORETZSOHN/RODRIGUEZ & MORETZSOHN, PLLC",CORPUS CHRISTI,TX,51-2041,Structural Metal Fabricators and Fitters,"FABRICATOR ASSEMBLER, METAL PRODUCTS",0,18.43,HR,18.43,HR
C-12251-59747,10/16/12,9/7/12,DENIED,H-2B,LA,10/1/12,8/1/13,"NORTH AMERICAN SHIPBUILDING, LLC",800 INDUSTRIAL PARK ROAD,P.O. DRAWER 580,LAROSE,LA,70373,"ANH H LUONG / GALLIANO MARINE SERVICES, LLC (EDISO",CUT OFF,LA,49-9041,Industrial Machinery Mechanics,"REPAIRER, WELDING, BRAZING, AND BURNING MACHINES",0,20.49,HR,20.49,HR
C-12257-59773,10/16/12,9/13/12,DENIED,H-2B,FL,11/25/12,5/10/13,"W.T. PHIPPS, II RACING STABLE, LLC",4240 NW 130TH AVE,,OCALA,FL,34482,LEONARD J. D'ARRIGO/WHITEMAN OSTERMAN & HANNA LLP,ALBANY,NY,39-2021,Nonfarm Animal Caretakers,ANIMAL CARETAKER,0,10.19,HR,10.19,HR
C-12256-59771,10/16/12,9/12/12,Certified,H-2B,TX,10/1/12,8/1/13,"JDK ASSOCIATES, INC.",1016 N. INDUSTRIAL BLVD.,,PILOT POINT,TX,76258,STEPHEN WARD/LABOR CONSULTANTS INTERNATIONAL,COEUR D'ALENE,ID,37-3011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",20,8.79,HR,8.79,HR
C-12286-59939,10/17/12,10/12/12,Partial Certified,H-2B,TX,1/14/13,10/31/13,RDR FLOORING SERVICES DBA TEXAS TILE COMPANY,"10738 BRAUN, SUITE 1",,SAN ANTONIO,TX,78254,KEMAL IAN BENOUIS/BENOUIS LAW OFFICE,MANCHACA,TX,51-9198,Helpers--Production Workers,LABORER,32,9.7,HR,9.7,HR
C-12279-59902,10/17/12,10/5/12,Certified,H-2B,TX,11/15/12,9/15/13,AUTOBUSES EJECUTIVOS LLC,3200 TELEPHONE RD.,,HOUSTON,TX,77023,GENARO SALAZAR/LAW OFFICES OF MANUEL E. SOLIS,HOUSTON,TX,53-3022,"Bus Drivers, School",BUS DRIVER,50,17.33,HR,17.33,HR
C-12285-59932,10/17/12,10/11/12,Partial Certified,H-2B,CO,12/5/12,4/25/13,"PIONEER RIDGE MANAGEMENT, LLC","2150 RESORT DRIVE, SUITE 300",,STEAMBOAT SPRINGS,CO,80487,,,,37-2012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",27,11,HR,11,HR
C-12286-59937,10/17/12,10/12/12,Partial Certified,H-2B,SC,12/1/12,9/30/13,"STONE FORESTRY SERVICES, INC.",2011 PLUM NELLY ROAD,,RISING FAWN,GA,30738,STEPHEN WARD/ LABOR CONSULTANTS INTERNATIONAL,COEUR D'ALENE,ID,45-4011,Forest and Conservation Workers,FOREST WORKER,148,9.91,HR,9.91,HR
C-12285-59929,10/17/12,10/11/12,Partial Certified,H-2B,SC,12/5/12,3/15/13,"MARSHFIELD FOREST SERVICE, INC.",31 MAYS WAY,,EDGEFIELD,SC,29824,STEPHEN WARD/LABOR CONSULTANTS INTERNATIONAL,COEUR D'ALENE,ID,45-4011,Forest and Conservation Workers,FOREST WORKER,33,9.48,HR,9.48,HR
C-12283-59911,10/17/12,10/9/12,Certified,H-2B,AR,12/7/12,3/20/13,"SUPERIOR FORESTRY SERVICE, INC",36462 HIGHWAY 27,P.O. BOX 25,TILLY,AR,72679,"PATRICIA M. HALL/AGWORKS H2, LLC",LAKE PARK,GA,45-4011,Forest and Conservation Workers,TREE PLANTER,139,9.6,HR,9.6,HR
C-12285-59927,10/17/12,10/11/12,Certified,H-2B,MT,11/15/12,9/15/13,MICROTEL INN AND SUITES,1500 SOUTH CENTRAL AVENUE,,SIDNEY,MT,59270,"JOHN-CARL ROSACIA ROGGE/ NORTHWEST PLACEMENT USA,",BILLINGS,MT,43-5081,Stock Clerks and Order Fillers,LINEN ROOM ATTENDANT,6,8.25,HR,8.25,HR
C-12249-59733,10/17/12,9/5/12,DENIED,H-2B,MD,10/15/12,8/15/13,GALAAL MALIEK FEREBEE,14502 ANTRIM COURT,,LAUREL,MD,20707,,,,37-2012,Maids and Housekeeping Cleaners,CARETAKER,0,13.5,HR,13.5,HR
C-12284-59917,10/17/12,10/10/12,Partial Certified,H-2B,VA,1/2/13,6/4/13,"BONUMS OYSTER COMPANY, INC.",1336 BONUMS ROAD,"P.O. BOX 117, HAGUE, VA 22469",KINSALE,VA,22488,"EVELYN AMANDA WRIGHT/THE LABOR COMPANY,LLC (TLC)",AMHERST,VA,51-9198,Helpers--Production Workers,SHELLFISH SHUCKER,23,7.33,HR,7.33,HR
C-12250-59743,10/18/12,9/6/12,DENIED,H-2B,FL,9/1/12,9/1/13,"NOPI ENTERPRISES, INC. DBA PIZZA RUSTICA",863 WASHINGTON AVENUE,,MIAMI BEACH,FL,33139,ROBERT STEVEN SHELDON/83409,MIAMI BEACH,FL,11-9051,Food Service Managers,"MANAGER, FAST FOOD SERVICES",0,18.26,HR,18.26,HR
C-12283-59912,10/19/12,10/9/12,Partial Certified,H-2B,AL,10/1/12,6/15/13,"ALPINE FORESTRY, LLC",137 B COMMERCE AVE,287,LAGRANGE,GA,30241,NICOLE NEWTON/ LABOR CONSLULTANTS INTERNATIONAL,COEUR D'ALENE,ID,45-4011,Forest and Conservation Workers,TREE PLANTER,76,10.4,HR,10.4,HR
C-12279-59894,10/19/12,10/5/12,Certified,H-2B,NY,10/1/12,9/30/13,"VOXY, INC.","85 EAST 10TH ST., SUITE 5M",,NEW YORK,NY,10003,LAURA N. JASINSKI/JASINSKY IMMIGRATION LAW,STAMFORD,CT,43-9081,Proofreaders and Copy Markers,PROOFREADER,1,15.7,HR,15.7,HR
C-12284-59924,10/19/12,10/10/12,Certified,H-2B,MS,1/1/13,10/31/13,"BARRETO FORESTRY CONTRACTING, INC.",307 RATCLIFF ST.,,GLOSTER,MS,39638,"LINDA PEREZ/ DATA PROCESSING SPECIALISTS, INC.",BROWNSVILLE,TX,45-4011,Forest and Conservation Workers,FOREST WORKER,55,12.96,HR,12.96,HR
C-12277-59883,10/19/12,10/3/12,Partial Certified,H-2B,ID,12/17/12,9/30/13,SYLVER TREES,1471 OLD HIGHWAY 2 LOOP,PO BOX 210,MOYIE SPRINGS,ID,83845,NICOLE NEWTON/LABOR CONSULTANTS INTERNATIONAL,COEUR D'ALENE,ID,45-4011,Forest and Conservation Workers,FOREST WORKER,60,9.37,HR,9.37,HR
C-12276-59878,10/19/12,10/2/12,Certified,H-2B,TX,11/15/12,5/30/13,FROGGIE'S BAIT DOCK DBA ROBERT SANDERS' BOATS,4066 STATE HIGHWAY 183 E,,SEADRIFT,TX,77983,CONNIE L. CHAVEZ,BROWNSVILLE,TX,45-3011,Fishers and Related Fishing Workers,"FISHER, LINE",4,12.46,HR,12.46,HR
C-12279-59896,10/19/12,10/5/12,Certified,H-2B,TX,1/1/13,10/31/13,"EJV SANDBLASTING AND COATING, LLC.",5084 PADRE ISLAND HWY STE. C,,BROWNSVILLE,TX,78521,LINDA PEREZ / DATA PROCESSING SPECIALIST INC.,BROWNSVILLE,TX,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",GRINDER,30,8.41,HR,8.41,HR
C-12240-59671,10/19/12,8/27/12,DENIED,H-2B,ND,8/13/12,8/9/13,"BROCK DRYWALL, INC.",1313-A WEST BATTLEFIELD ST,,SPRINGFIELD,MO,65807,ARMINDA FERGUSON / FERGUSON IMMIGRATION LAW,ROGERS,AR,47-2081,Drywall and Ceiling Tile Installers,DRY WALL APPLICATOR,0,13.24,HR,13.24,HR
C-12264-59809,10/19/12,9/20/12,Certified,H-2B,UT,10/1/12,6/30/13,U.S. SKI & SNOWBOARD ASSOCIATION (U.S. SKI TEAM),"P O BOX 100, 1 VICTORY LANE",,PARK CITY,UT,84060,DAVID E. LITTLEFIELD/LITTLEFIELD & PETERSON,SALT LAKE CITY,UT,31-9093,Medical Equipment Preparers,HEALTH EQUIPMENT SERVICER,8,15.97,HR,15.97,HR
H-400-12289-349351,10/22/12,10/15/12,Certified,H-2B,TX,1/23/13,11/16/13,"MEZGER ENTERPRISES, LTD.",407 COUNTY ROAD 164,,LUEDERS,TX,79533,DANIELLE CLARK,WYLIE,TX,53-7062,"Laborers and Freight, Stock, and Material Movers,",MATERIAL MOVERS,25,8.15,Hour,8.15,Hour
H-400-12289-962325,10/22/12,10/15/12,Certified,H-2B,FL,11/20/12,4/1/13,"KPM RACING STABLE, LLC",8898 LYONS ROAD,N/A,BOYNTON BEACH,FL,33472,"RON KATIRAEI, ESQ",NEW YORK,NY,39-2021,Nonfarm Animal Caretakers,STABLE ATTENDANT,25,9.11,Hour,9.11,Hour
H-400-12289-413406,10/22/12,10/15/12,Certified,H-2B,CA,1/20/13,10/30/13,Mark Bone,1812 W. Potrero Road,,Hidden Valley,CA,91361,LISA GALLIATH,CARLSBAD,CA,39-2021,Nonfarm Animal Caretakers,Horse Show Groom,4,9.8,Hour,9.8,Hour
